OBJECTID,PRO_COM,SEZ,TIPO_LOC,SEZ2011,SHAPE_AREA,SHAPE_LEN,POP_2010,ACE,mappa2,mappa2bis
50260,15146,5692,1,151460005692,32867.2179814,815.870404159,325,51,10,3.29
50265,15146,5697,1,151460005697,10267.2055628,417.937567952,120,51,16,13.45
50269,15146,5701,1,151460005701,15430.8607097,568.010594927,110,51,9,7.96
50270,15146,5702,1,151460005702,12420.6132698,505.726818438,450,51,104,26.53
50273,15146,5705,1,151460005705,12172.1567744,495.614695451,189,51,39,21.31
50280,15146,5712,1,151460005712,42360.1074693,1028.42129756,692,51,142,20.26
50293,15146,5725,1,151460005725,14896.8143682,690.755154974,222,51,46,21.2
50303,15146,5735,1,151460005735,13234.4143841,581.680444174,339,51,83,24.41
50304,15146,5736,1,151460005736,8874.05850984,403.907738209,61,51,11,17.19
50309,15146,5741,1,151460005741,9608.02240736,427.882670006,131,51,14,11.02
50250,15146,5682,1,151460005682,11592.2727615,569.766514476,0,51,0,0
50268,15146,5700,1,151460005700,4244.47038708,329.634629896,36,51,3,9.09
50295,15146,5727,1,151460005727,10903.0978694,467.712861863,227,51,15,7.01
50301,15146,5733,1,151460005733,10549.3169496,480.213890819,244,51,40,15.94
50302,15146,5734,1,151460005734,6160.69284752,426.972053555,317,51,29,9.51
50311,15146,5743,1,151460005743,13107.8252398,462.943483656,221,51,58,24.07
50315,15146,5747,1,151460005747,6551.0036374,337.341189021,139,51,21,16.15
50261,15146,5693,1,151460005693,29511.7996367,781.425102029,344,51,34,10.63
50263,15146,5695,1,151460005695,9142.42463136,403.198015567,28,51,0,0
50279,15146,5711,1,151460005711,51323.3561188,911.798818163,375,51,155,38.65
50281,15146,5713,1,151460005713,13316.2194932,541.717362664,331,51,60,18.63
50284,15146,5716,1,151460005716,11808.3882678,530.852655152,135,51,100,70.42
50285,15146,5717,1,151460005717,40250.1383269,1025.53402886,401,51,219,61.86
50291,15146,5723,1,151460005723,50648.3097989,1207.2953474,244,51,55,25.82
50296,15146,5728,1,151460005728,14286.1001909,516.251543847,165,51,13,7.65
50299,15146,5731,1,151460005731,9189.27772706,508.220374821,384,51,36,10.91
50305,15146,5737,1,151460005737,25172.0223398,888.740611081,355,51,56,15.73
50307,15146,5739,1,151460005739,9014.56913672,519.161117746,89,51,15,17.05
50271,15146,5703,1,151460005703,11929.0225835,512.068729472,415,51,52,13.27
50272,15146,5704,1,151460005704,17510.7041674,644.0678857,350,51,4,1.14
50274,15146,5706,1,151460005706,15649.1766227,537.843836838,386,51,55,14.78
50278,15146,5710,1,151460005710,19416.3003982,605.528511897,454,51,165,35.71
50283,15146,5715,1,151460005715,25153.9558196,890.012115663,196,51,52,24.88
50308,15146,5740,1,151460005740,18092.0953674,549.030957085,171,51,26,13.98
50314,15146,5746,1,151460005746,14176.487613,477.860154927,265,51,46,16.61
50316,15146,5748,1,151460005748,6959.75855184,346.803704509,147,51,16,11.59
50254,15146,5686,1,151460005686,119890.897198,1443.43402832,112,51,38,32.48
50257,15146,5689,1,151460005689,18753.1789356,637.641644212,501,51,110,23.91
50266,15146,5698,1,151460005698,29316.185619,775.769184132,365,51,54,15.56
50276,15146,5708,1,151460005708,12338.1661509,639.381316834,455,51,147,30.88
50287,15146,5719,1,151460005719,17736.5564367,547.558115679,282,51,15,5.07
50312,15146,5744,1,151460005744,14664.8346945,504.814481718,492,51,190,42.89
50275,15146,5707,1,151460005707,23623.1117639,682.726691772,536,51,166,31.62
50289,15146,5721,1,151460005721,18598.7384559,676.069744644,470,51,230,47.52
50294,15146,5726,1,151460005726,16768.8352217,758.007391669,391,51,166,43.23
50297,15146,5729,1,151460005729,23865.6312034,619.907434905,86,51,19,20.21
50317,15146,5749,1,151460005749,12939.544912,451.498889165,1,51,0,0
50318,15146,5750,1,151460005750,17575.9510046,535.36796139,42,52,4,10
50331,15146,5763,1,151460005763,7582.1056506,342.728220504,122,52,25,19.23
50334,15146,5766,1,151460005766,12682.8968679,492.372509061,240,52,34,15.81
50363,15146,5799,1,151460005799,8347.05853584,625.811943715,155,52,46,31.08
51519,15146,5788,1,151460005788,16014.5050221,682.525285331,183,52,59,31.72
54750,15146,6043,1,151460006043,9308.62560728,551.605833393,83,52,21,20.39
50322,15146,5754,1,151460005754,6960.8022258,352.453120646,194,52,82,39.42
50347,15146,5780,1,151460005780,15911.7781735,930.694253517,332,52,4,1.24
50353,15146,5787,1,151460005787,14916.6888548,497.584192696,132,52,4,2.99
50354,15146,5789,1,151460005789,14901.370156,665.389578988,46,52,7,16.28
50360,15146,5796,1,151460005796,9872.46383426,424.071135482,0,52,0,0
50370,15146,5806,1,151460005806,8635.86524432,398.766008251,39,52,1,3.03
50377,15146,5813,1,151460005813,10399.0823672,625.84503746,391,52,12,3.13
50379,15146,5815,1,151460005815,24611.1254351,668.101988635,370,52,22,6.57
49319,15146,5825,1,151460005825,54165.1835318,1173.97345646,251,52,14,5.53
50319,15146,5751,1,151460005751,6846.68592436,346.924937089,122,52,17,13.93
50321,15146,5753,1,151460005753,20595.8427819,594.719374483,525,52,140,26.87
50328,15146,5760,1,151460005760,25501.1006739,659.393940531,0,52,0,0
50332,15146,5764,1,151460005764,12080.2441193,480.250055274,269,52,54,21.01
50340,15146,5772,1,151460005772,18395.3312659,623.802060498,392,52,22,5.95
50361,15146,5797,1,151460005797,11132.9348288,442.68639649,253,52,66,26.09
50376,15146,5812,1,151460005812,33021.120886,755.642416086,6,52,0,0
49334,15146,5819,1,151460005819,29082.081346,713.935555359,111,52,23,20.91
50325,15146,5757,1,151460005757,14949.6897372,569.114562962,243,52,44,17.32
50351,15146,5785,1,151460005785,8817.75718504,394.562163386,96,52,30,34.09
50356,15146,5791,1,151460005791,142977.292197,1987.67666028,174,52,35,20.83
50365,15146,5801,1,151460005801,12232.3670027,566.515525615,318,52,44,13.58
50384,15146,5822,1,151460005822,10330.1304723,407.756582185,350,52,67,20.12
50641,15146,5823,1,151460005823,7985.97415064,364.810582163,248,52,3,1.2
49324,15146,5779,1,151460005779,16625.789179,558.196475531,221,52,3,1.37
50324,15146,5756,1,151460005756,7677.86309412,402.190751812,281,52,98,33.11
50335,15146,5767,1,151460005767,9627.13580948,430.055684312,206,52,16,7.34
50367,15146,5803,1,151460005803,7229.16765064,368.163912958,372,52,73,20.98
50372,15146,5808,1,151460005808,14830.1224204,504.805910635,307,52,44,14.86
50375,15146,5811,1,151460005811,12557.4535939,452.954877956,279,52,22,10.33
54637,15146,5795,1,151460005795,13506.5541785,473.497066219,202,52,17,8.67
50320,15146,5752,1,151460005752,14840.0465387,488.54098287,60,52,22,34.38
50323,15146,5755,1,151460005755,9073.55078484,397.193295101,128,52,49,40.5
50327,15146,5759,1,151460005759,14557.5360414,496.550237162,0,52,0,0
50329,15146,5761,1,151460005761,18703.5999045,548.488082717,0,52,0,0
50336,15146,5768,1,151460005768,15405.0204812,528.130731316,387,52,102,28.81
50346,15146,5778,1,151460005778,24170.7011922,733.687340324,323,52,12,4.01
50349,15146,6044,1,151460006044,432054.655603,2879.12766011,219,52,17,6.39
50358,15146,5793,1,151460005793,66460.9184797,1080.13216724,161,52,9,5.73
50362,15146,5798,1,151460005798,9645.36718296,477.782123351,397,52,128,32.82
50364,15146,5800,1,151460005800,8055.89072382,454.615774838,216,52,27,12.5
50366,15146,5802,1,151460005802,11093.1560438,473.406617113,166,52,23,13.14
50369,15146,5805,1,151460005805,3465.1671333,262.700803045,176,52,28,17.39
50373,15146,5809,1,151460005809,8000.17342381,420.49039487,247,52,16,7.58
50381,15146,5817,1,151460005817,20817.2959622,691.607079825,453,52,177,37.82
50382,15146,5818,1,151460005818,13273.0906894,492.107328348,230,52,48,18.25
50386,15146,5826,1,151460005826,36334.871798,1013.55516535,297,52,23,7.85
50642,15146,5821,1,151460005821,4571.95198844,285.902713107,421,52,75,20.89
50326,15146,5758,1,151460005758,13560.848754,478.218874132,282,52,58,22.57
50338,15146,5770,1,151460005770,16027.3040476,566.466287982,213,52,5,2.4
50348,15146,6045,1,151460006045,27002.16905,747.240152255,19,52,7,26.92
50350,15146,5783,1,151460005783,92562.9052058,1282.64788502,15,52,1,25
50352,15146,5786,1,151460005786,20248.0842923,585.006246399,187,52,43,25
50355,15146,5790,1,151460005790,189722.931968,2267.51102517,315,52,43,13.83
50368,15146,5804,1,151460005804,7753.15771516,361.381047247,347,52,56,17.34
50374,15146,5810,1,151460005810,8652.811103,374.812639595,239,52,32,14.55
50378,15146,5814,1,151460005814,16345.4240322,594.831855061,352,52,24,7.04
50380,15146,5816,1,151460005816,13623.6516679,477.027768036,0,52,0,0
49323,15146,5784,1,151460005784,23499.3392196,616.298910393,493,52,6,1.25
48714,15146,5628,1,151460005628,105074.637376,1640.59221464,394,53,61,15.76
48732,15146,5651,1,151460005651,67703.6200461,1086.75084668,7,53,1,100
48733,15146,5652,1,151460005652,49496.801538,989.584439899,263,53,41,14.75
50228,15146,5659,1,151460005659,14423.5578707,543.043891135,516,53,199,41.37
50237,15146,5668,1,151460005668,25994.105479,733.684367689,274,53,11,4.04
50243,15146,5674,1,151460005674,12260.1958338,593.912927116,334,53,32,9.82
50341,15146,5773,1,151460005773,48865.2151809,1006.6479861,0,53,0,0
51518,15146,5681,1,151460005681,6537.33677362,365.61044761,14,53,6,35.29
48717,15146,5631,1,151460005631,15247.2612632,540.050570675,269,53,1,0.4
48725,15146,5644,1,151460005644,20246.2638464,760.393450427,203,53,31,15.74
48726,15146,5645,1,151460005645,12780.7390453,501.142320882,194,53,16,8.65
48731,15146,5650,1,151460005650,49264.8877385,988.006840815,0,53,0,0
50242,15146,5673,1,151460005673,81083.8375446,1257.97075642,230,53,32,14.1
50343,15146,5775,1,151460005775,27807.3387626,747.565055421,374,53,13,3.9
50344,15146,5776,1,151460005776,18015.8187199,855.818957101,465,53,42,9.35
54169,15146,5634,1,151460005634,49818.7783075,1083.84586442,107,53,18,16.07
54170,15146,5637,1,151460005637,31272.5238299,776.036729239,306,53,32,10.42
48716,15146,5630,1,151460005630,36256.8806058,762.245911909,465,53,65,13.98
48720,15146,5635,1,151460005635,10968.5113489,540.389205149,28,53,12,33.33
50224,15146,5655,1,151460005655,15891.78774,752.19116684,430,53,102,24.64
50229,15146,5660,1,151460005660,25182.7978252,802.529781621,773,53,242,30.56
50234,15146,5665,1,151460005665,22146.86482,596.044241504,627,53,182,30.85
50236,15146,5667,1,151460005667,24512.2286521,703.775733781,356,53,32,9.07
50247,15146,5678,1,151460005678,12268.7243724,478.359444038,326,53,14,4.35
50345,15146,5777,1,151460005777,21613.8154086,695.68672288,417,53,67,17.05
48715,15146,5629,1,151460005629,52078.7882814,1045.34835442,529,53,20,3.85
48722,15146,5640,1,151460005640,98349.3879135,1705.33983504,32,53,7,29.17
48723,15146,5642,1,151460005642,19659.7730582,600.188857743,247,53,16,7.05
48724,15146,5643,1,151460005643,9167.84960936,500.595576229,282,53,23,8.98
48729,15146,5648,1,151460005648,18357.5047564,564.816297288,278,53,81,30.45
48735,15146,5654,1,151460005654,5059.82743462,358.833759343,257,53,56,21.29
50227,15146,5658,1,151460005658,36694.7464054,920.349491691,410,53,101,25.7
50233,15146,5664,1,151460005664,24048.6278755,701.015427343,574,53,166,28.52
50244,15146,5675,1,151460005675,18947.5389896,568.354842345,284,53,29,10.25
50246,15146,5677,1,151460005677,12724.507369,476.771511619,234,53,26,10.92
50342,15146,5774,1,151460005774,18133.9942738,652.067105378,0,53,0,0
54168,15146,5638,1,151460005638,31369.1458854,771.334794111,235,53,22,10
48728,15146,5647,1,151460005647,25200.3885191,828.119535109,428,53,154,38.02
50225,15146,5656,1,151460005656,16489.8458686,572.854350669,443,53,112,25.75
50226,15146,5657,1,151460005657,20298.7541312,628.405340112,509,53,125,24.56
50230,15146,5661,1,151460005661,27684.1676662,750.689997888,381,53,134,34.9
50240,15146,5671,1,151460005671,10745.0199124,463.804404508,97,53,11,11.83
50248,15146,5679,1,151460005679,79108.2953654,1154.32680287,10,53,0,0
48713,15146,5627,1,151460005627,118602.468051,1462.49535866,257,53,38,15.02
48730,15146,5649,1,151460005649,14316.7321984,514.0815441,499,53,133,27.65
50232,15146,5663,1,151460005663,7746.71378494,461.561165275,40,53,3,10.71
48718,15146,5632,1,151460005632,7997.11353316,468.21301117,394,53,61,18.37
48719,15146,5633,1,151460005633,17103.5545402,562.492550616,403,53,57,16.15
48721,15146,5639,1,151460005639,34349.037627,903.953122413,269,53,24,8.3
50249,15146,5680,1,151460005680,4511.03570816,345.412324569,1,53,0,0
48727,15146,5646,1,151460005646,272406.320645,2449.44991172,91,53,21,25.3
48734,15146,5653,1,151460005653,15162.4291333,662.95996352,383,53,131,33.5
48800,15146,4602,1,151460004602,13897.4065444,529.691406172,445,54,75,16.06
48805,15146,4607,1,151460004607,13578.3247766,576.668973559,418,54,31,8.4
48987,15146,4789,1,151460004789,15658.5114416,560.535208269,276,54,62,25.2
48998,15146,4800,1,151460004800,8135.28353128,375.967904472,276,54,19,7.69
49790,15146,4584,1,151460004584,4499.46239968,372.304407473,187,54,29,17.79
48787,15146,4589,1,151460004589,38152.1686751,887.328075111,134,54,13,9.42
48796,15146,4598,1,151460004598,12132.8161302,533.573980105,217,54,26,12.94
49096,15146,4802,1,151460004802,84790.2939748,1165.92068941,36,54,1,1.96
49784,15146,4578,1,151460004578,32665.9747538,942.760829808,282,54,11,3.87
49786,15146,4580,1,151460004580,11037.9771928,537.496079305,325,54,38,11.91
48792,15146,4594,1,151460004594,17884.2847464,694.459325167,394,54,21,5.75
48798,15146,4600,1,151460004600,14290.0721661,517.008968745,278,54,73,24.66
48993,15146,4795,1,151460004795,10992.4673696,513.397742199,264,54,62,25.51
49097,15146,4803,1,151460004803,22580.3983308,712.83034346,342,54,43,12.25
49102,15146,4808,1,151460004808,7433.2781838,523.497096383,231,54,82,36.28
49104,15146,4810,1,151460004810,15333.2969895,501.710595524,399,54,49,14.76
48788,15146,4590,1,151460004590,26898.4397931,746.645940367,153,54,16,10.32
48797,15146,4599,1,151460004599,8138.14158616,527.716051627,186,54,16,8.7
48799,15146,4601,1,151460004601,12582.3986776,641.843195436,387,54,64,18.03
48804,15146,4606,1,151460004606,10822.6469136,474.898660844,448,54,42,9.55
48986,15146,4788,1,151460004788,35722.6810268,889.226717051,419,54,68,16.92
48989,15146,4791,1,151460004791,16081.7465052,735.644037304,172,54,15,9.32
48996,15146,4798,1,151460004798,7770.19782992,369.325749459,379,54,90,25.64
49098,15146,4804,1,151460004804,5592.59930156,334.248530637,0,54,0,0
49100,15146,4806,1,151460004806,6626.82842644,463.028483406,262,54,102,42.68
49791,15146,4585,1,151460004585,8663.4757718,460.032270134,240,54,8,3.48
48784,15146,4586,1,151460004586,19713.8550131,802.851311812,553,54,61,11.17
48791,15146,4593,1,151460004593,10979.6844561,429.376827891,386,54,28,7.45
48793,15146,4595,1,151460004595,16174.2944251,561.407620099,367,54,12,3.4
48795,15146,4597,1,151460004597,12275.4509526,603.093101339,453,54,74,15.71
48801,15146,4603,1,151460004603,20763.6453689,659.976502106,439,54,41,10.15
48803,15146,4605,1,151460004605,7850.269895,409.843019296,329,54,32,10
48988,15146,4790,1,151460004790,4873.54991948,298.046061435,115,54,8,6.45
48992,15146,4794,1,151460004794,18713.0391561,640.369462562,419,54,34,8.46
48997,15146,4799,1,151460004799,6772.1789226,354.310103806,294,54,44,15.22
49103,15146,4809,1,151460004809,38051.2269288,780.802613896,117,54,14,12.5
49779,15146,4573,1,151460004573,6772.1727896,387.315012533,234,54,73,34.11
48789,15146,4591,1,151460004591,60163.7781962,1078.28483751,4,54,0,0
48790,15146,4592,1,151460004592,11160.9240909,675.415819161,368,54,36,9.4
48990,15146,4792,1,151460004792,15871.743503,682.463333975,415,54,39,8.76
48994,15146,4796,1,151460004796,9918.27438256,445.938484762,209,54,39,20.31
49101,15146,4807,1,151460004807,7583.46404624,413.409990943,295,54,137,46.76
49783,15146,4577,1,151460004577,23905.0139442,727.876917644,183,54,2,1.23
49789,15146,4583,1,151460004583,24409.4756742,665.141013579,4,54,0,0
48785,15146,4587,1,151460004587,13330.1812371,673.787639078,400,54,30,7.56
48786,15146,4588,1,151460004588,24535.3949814,643.264796848,282,54,14,4.95
48991,15146,4793,1,151460004793,23067.1922088,658.694901789,228,54,21,9.09
48999,15146,4801,1,151460004801,29652.2597513,732.845545674,0,54,0,0
49099,15146,4805,1,151460004805,9777.1620308,471.149038059,309,54,80,28.27
49780,15146,4574,1,151460004574,12797.3741171,576.576960665,366,54,25,6.94
49782,15146,4576,1,151460004576,9598.07281912,566.590393233,393,54,12,3.24
49785,15146,4579,1,151460004579,20596.8186117,738.688755886,506,54,49,9.8
49787,15146,4581,1,151460004581,13803.6695999,589.604806901,266,54,15,5.98
49788,15146,4582,1,151460004582,18185.3462386,583.414132468,424,54,56,14.32
48794,15146,4596,1,151460004596,8286.1833494,391.744386856,267,54,19,7.2
48802,15146,4604,1,151460004604,5441.40908731,370.240293573,195,54,23,11.98
48985,15146,4787,1,151460004787,38891.5972202,832.943973804,0,54,0,0
48995,15146,4797,1,151460004797,26136.3645399,701.196084213,22,54,6,30
49105,15146,4811,1,151460004811,11942.6945578,454.801852305,231,54,32,15.76
49781,15146,4575,1,151460004575,7473.12927836,451.298456709,410,54,18,4.62
50632,15146,4964,1,151460004964,11515.4083782,457.972484563,0,55,0,0
50636,15146,4968,1,151460004968,9678.42696824,468.360810121,294,55,12,4.11
51029,15146,4691,1,151460004691,4580.37680064,324.453446376,159,55,12,8
51056,15146,4718,1,151460004718,28141.0600795,827.704571766,234,55,29,14.8
51485,15146,4953,1,151460004953,36814.6700158,773.811843416,329,55,35,11.15
51494,15146,4962,1,151460004962,20071.3282502,566.716754551,27,55,0,0
49758,15146,4551,1,151460004551,4618.60447664,275.494042221,182,55,11,6.25
49759,15146,4552,1,151460004552,6345.22281728,366.729932442,242,55,9,3.56
49764,15146,4557,1,151460004557,9558.2697512,444.252607131,264,55,17,6.69
49765,15146,4558,1,151460004558,15352.3203068,516.853464375,0,55,0,0
49767,15146,4560,1,151460004560,15894.3245559,522.514770294,177,55,13,7.93
49773,15146,4566,1,151460004566,9896.51899524,490.319327404,339,55,19,5.83
50639,15146,4971,1,151460004971,14235.7706106,559.428417234,247,55,40,18.52
51026,15146,4688,1,151460004688,14814.384756,566.309847019,309,55,17,5.67
51027,15146,4689,1,151460004689,29820.8889256,708.597203875,134,55,6,4.72
51033,15146,4695,1,151460004695,14642.7310198,629.660383279,421,55,32,7.98
51038,15146,4700,1,151460004700,7671.85692696,399.105894563,96,55,7,7.53
51044,15146,4706,1,151460004706,12104.6177951,484.77777005,0,55,0,0
51049,15146,4711,1,151460004711,12657.1494712,687.04692262,475,55,34,7.69
51050,15146,4712,1,151460004712,16398.8638036,667.298408703,129,55,14,12.61
51483,15146,4951,1,151460004951,16319.239179,513.452670914,0,55,0,0
51489,15146,4957,1,151460004957,19391.9536198,562.499945075,211,55,11,5.31
51490,15146,4958,1,151460004958,13095.1365629,461.451859244,249,55,13,5.16
51492,15146,4960,1,151460004960,40524.9284156,850.619994089,0,55,0,0
49756,15146,4549,1,151460004549,16882.6366988,624.805021688,324,55,39,11.82
49760,15146,4553,1,151460004553,8873.76178887,457.800616598,159,55,2,1.35
49770,15146,4563,1,151460004563,23859.5350877,795.236994307,361,55,14,3.8
50634,15146,4966,1,151460004966,9769.08570928,433.82701047,292,55,7,2.69
50635,15146,4967,1,151460004967,8847.8899692,473.902772639,167,55,13,7.6
51035,15146,4697,1,151460004697,5477.43860962,303.923268905,20,55,1,6.67
51039,15146,4701,1,151460004701,11087.9350574,427.319109293,289,55,34,12.69
51047,15146,4709,1,151460004709,18706.5067794,687.890849315,0,55,0,0
51055,15146,4717,1,151460004717,13314.3721354,586.586366984,222,55,13,6.4
51058,15146,4720,1,151460004720,25907.3004357,780.729529581,446,55,47,11.44
51488,15146,4956,1,151460004956,27299.7368954,823.152354338,235,55,19,9
49757,15146,4550,1,151460004550,7435.81051856,391.092691538,274,55,42,15.91
49762,15146,4555,1,151460004555,39735.3391532,851.432903778,0,55,0,0
49768,15146,4561,1,151460004561,23416.5981445,659.78799448,0,55,0,0
49771,15146,4564,1,151460004564,12165.4128484,564.182915878,397,55,19,4.91
49775,15146,4568,1,151460004568,10686.1579199,485.988258224,165,55,8,5.52
51028,15146,4690,1,151460004690,8854.37265156,392.828572242,404,55,26,6.44
51040,15146,4702,1,151460004702,8001.41055616,357.908413751,260,55,20,8.16
51046,15146,4708,1,151460004708,18627.265281,688.447739777,0,55,0,0
51484,15146,4952,1,151460004952,18716.4080655,579.755156456,264,55,56,23.14
51493,15146,4961,1,151460004961,20378.9352069,570.742990844,0,55,0,0
49755,15146,4548,1,151460004548,58134.5677562,1022.31152659,0,55,0,0
49761,15146,4554,1,151460004554,26164.1753687,710.355412164,3,55,0,0
49772,15146,4565,1,151460004565,25262.0181774,821.088627146,381,55,7,2
49778,15146,4572,1,151460004572,8330.55597198,406.345866683,0,55,0,0
50637,15146,4969,1,151460004969,11436.824101,470.625342068,399,55,50,11.71
51025,15146,4687,1,151460004687,14953.4699976,569.537051792,95,55,6,8.22
51030,15146,4692,1,151460004692,7284.61040804,366.658552401,278,55,16,6.15
51031,15146,4693,1,151460004693,12388.6887472,445.221584801,391,55,31,8.64
51041,15146,4703,1,151460004703,7080.30569784,394.004204728,178,55,14,8.81
51042,15146,4704,1,151460004704,10341.6549608,445.294404563,238,55,13,5.24
51052,15146,4714,1,151460004714,8536.63258696,608.113461447,354,55,30,9.06
51053,15146,4715,1,151460004715,31594.5168747,773.311644729,464,55,26,5.68
51491,15146,4959,1,151460004959,122946.766806,1423.28874048,0,55,0,0
49766,15146,4559,1,151460004559,16869.3029139,561.262118848,0,55,0,0
50633,15146,4965,1,151460004965,8158.62715584,398.535282568,20,55,1,3.85
51023,15146,4685,1,151460004685,16594.2770448,672.073416659,12,55,1,7.69
51024,15146,4686,1,151460004686,18042.6004846,737.837584417,84,55,3,4.05
51034,15146,4696,1,151460004696,15567.291041,645.160934519,88,55,1,1.19
51043,15146,4705,1,151460004705,43973.0017704,854.049397561,4,55,0,0
51051,15146,4713,1,151460004713,10030.9684221,636.013566967,360,55,29,9.15
51059,15146,4721,1,151460004721,13229.1619036,516.949160505,131,55,5,3.88
51482,15146,4950,1,151460004950,46178.799696,920.799180483,0,55,0,0
51487,15146,4955,1,151460004955,14256.9748403,519.318849599,222,55,8,3.88
49774,15146,4567,1,151460004567,14641.2297733,681.806929542,412,55,40,10.05
50638,15146,4970,1,151460004970,7661.82387496,440.992601274,254,55,20,7.94
51036,15146,4698,1,151460004698,5150.34408377,292.859122479,30,55,3,8.82
51037,15146,4699,1,151460004699,6091.05346064,323.980986746,29,55,8,22.22
51045,15146,4707,1,151460004707,20974.9969726,704.358725903,69,55,7,9.59
49763,15146,4556,1,151460004556,7275.85510012,420.167357529,117,55,2,2.17
49769,15146,4562,1,151460004562,13800.0497326,594.296088294,373,55,24,6.65
48924,15146,3770,1,151460003770,14706.1923834,562.625677007,266,56,14,5.51
48926,15146,3772,1,151460003772,8904.21164988,436.903278317,169,56,19,11.52
49461,15146,3779,1,151460003779,16872.1466058,685.240395943,130,56,7,5.98
49465,15146,3783,1,151460003783,7864.3504754,551.758057819,245,56,18,6.92
49475,15146,3793,1,151460003793,14222.7313541,524.524332877,133,56,12,9.3
49477,15146,3795,1,151460003795,6769.24886228,455.660371548,300,56,20,7.25
49481,15146,3799,1,151460003799,15124.1063334,511.57417049,216,56,17,8.17
49497,15146,3815,1,151460003815,10329.8041622,518.000978008,252,56,26,10.57
49500,15146,3818,1,151460003818,8448.58937384,520.383500542,247,56,28,12.17
49509,15146,3827,1,151460003827,21569.8683717,612.180390168,356,56,38,10.41
49517,15146,3835,1,151460003835,8915.59227256,388.219205427,98,56,4,4.82
48923,15146,3769,1,151460003769,12782.5839206,626.8592615,406,56,28,6.97
49457,15146,3775,1,151460003775,5703.84332412,312.241301388,122,56,6,4.88
49459,15146,3777,1,151460003777,6052.82421392,376.710191014,134,56,16,13.56
49486,15146,3804,1,151460003804,10329.2100811,433.762922982,317,56,18,6.06
49489,15146,3807,1,151460003807,9844.29677031,508.191185062,261,56,20,7.6
49491,15146,3809,1,151460003809,8807.85553,449.152138118,183,56,28,14.21
49503,15146,3821,1,151460003821,16930.7842196,542.820864354,58,56,5,7.94
49510,15146,3828,1,151460003828,11665.6679757,488.751733801,4,56,2,25
49458,15146,3776,1,151460003776,5691.7276688,311.010012808,94,56,2,2.27
49468,15146,3786,1,151460003786,9402.1811224,404.100250757,204,56,28,13.66
49473,15146,3791,1,151460003791,7268.5800684,413.172383905,222,56,5,2.24
49490,15146,3808,1,151460003808,7035.14085948,397.866572431,93,56,9,10.47
49493,15146,3811,1,151460003811,16753.6568914,547.90367178,380,56,27,7.42
49516,15146,3834,1,151460003834,9947.47361844,504.430896124,253,56,11,4.93
48736,15146,3846,1,151460003846,9055.89208616,396.771020957,0,56,0,0
48740,15146,3850,1,151460003850,13802.7182004,471.642186405,282,56,29,10.7
49456,15146,3774,1,151460003774,11595.0090239,503.301459887,362,56,20,6.04
49463,15146,3781,1,151460003781,8940.28365104,515.724921689,232,56,6,2.55
49469,15146,3787,1,151460003787,18638.8065146,598.988261449,390,56,21,5.51
49471,15146,3789,1,151460003789,6793.66307446,331.332814697,225,56,10,4.48
49487,15146,3805,1,151460003805,10435.1191721,506.932631896,305,56,25,8.31
49488,15146,3806,1,151460003806,15064.3434876,622.896677767,335,56,23,6.99
49501,15146,3819,1,151460003819,10788.6015046,576.173972818,44,56,2,4.26
49502,15146,3820,1,151460003820,12167.1498326,440.923228561,324,56,16,5.28
49507,15146,3825,1,151460003825,18475.1393954,657.52882488,109,56,10,9.09
49521,15146,3839,1,151460003839,11361.8160475,547.686527451,316,56,23,7.67
49495,15146,3813,1,151460003813,9379.02845938,601.527383818,230,56,25,10.55
49496,15146,3814,1,151460003814,10746.8747161,564.482542868,147,56,6,4.32
49504,15146,3822,1,151460003822,5133.008812,329.154224278,121,56,13,11.4
49505,15146,3823,1,151460003823,17562.865959,823.64049459,344,56,29,8.58
49519,15146,3837,1,151460003837,8482.98384764,388.26556017,91,56,3,4.29
49464,15146,3782,1,151460003782,11730.354112,483.016893004,236,56,19,8.26
49467,15146,3785,1,151460003785,25563.2425024,677.418738101,170,56,8,5.3
49470,15146,3788,1,151460003788,23664.0411698,679.953697247,283,56,11,4.14
49476,15146,3794,1,151460003794,8012.82662388,461.973752436,176,56,21,12.88
48927,15146,3773,1,151460003773,18228.7461582,640.571143231,102,56,3,3.53
49460,15146,3778,1,151460003778,15413.5496211,535.549796925,160,56,6,4.08
49472,15146,3790,1,151460003790,8540.97137528,376.445837535,269,56,8,3.36
49474,15146,3792,1,151460003792,12082.5594187,603.346327989,196,56,12,6.67
49480,15146,3798,1,151460003798,11899.1871116,477.615408873,231,56,36,16.36
49482,15146,3800,1,151460003800,8695.38486536,422.454231814,241,56,14,5.88
49484,15146,3802,1,151460003802,10831.6243809,423.745465392,0,56,0,0
49492,15146,3810,1,151460003810,9153.2321876,517.01639145,295,56,21,7.34
49508,15146,3826,1,151460003826,16699.3885533,578.349704299,149,56,15,11.72
49520,15146,3838,1,151460003838,9648.2556653,548.592324767,333,56,14,4.32
48763,15146,3873,1,151460003873,9824.14491004,439.676796193,238,57,24,11.82
48766,15146,3876,1,151460003876,13667.9633006,470.063828912,249,57,14,6.11
48775,15146,3885,1,151460003885,8461.45395646,490.736407761,119,57,10,8.13
49514,15146,3832,1,151460003832,16943.3815028,588.599620202,13,57,0,0
49718,15146,3913,1,151460003913,6483.24019322,452.951236977,177,57,11,6.71
