SEZ2011,P1,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,0-5anni,6-19 anni,20-64 anni,over 65 anni
151460000945,97,5,3,1,2,2,4,5,9,9,10,3,8,8,3,10,15,5.15463917525773,6.18556701030928,59.7938144329897,28.8659793814433
151460000946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
151460000947,51,0,1,2,1,1,4,2,2,5,5,3,0,1,9,6,9,0,7.84313725490196,45.0980392156863,47.0588235294118
151460000948,452,6,18,20,24,20,30,15,20,23,41,62,44,20,18,17,74,1.32743362831858,13.716814159292,60.8407079646018,24.1150442477876
151460000949,231,10,10,7,6,11,18,15,11,16,18,14,16,19,13,17,30,4.32900432900433,9.95670995670996,59.7402597402597,25.974025974026
151460000950,450,25,19,11,15,16,26,31,37,35,38,28,12,26,35,39,57,5.55555555555556,10,55.3333333333333,29.1111111111111
151460000951,264,15,6,11,14,19,16,22,27,21,20,19,19,12,9,10,24,5.68181818181818,11.7424242424242,66.2878787878788,16.2878787878788
151460000952,167,7,10,9,5,13,8,8,7,22,18,14,7,3,13,4,19,4.19161676646707,14.3712574850299,59.8802395209581,21.5568862275449
151460000953,275,7,8,6,9,7,14,17,24,20,27,15,18,13,11,22,57,2.54545454545455,8.36363636363636,56.3636363636364,32.7272727272727
151460000954,166,7,4,7,7,4,4,9,16,13,15,11,14,5,2,14,34,4.21686746987952,10.8433734939759,54.8192771084337,30.1204819277108
151460000955,164,8,0,7,3,4,12,14,18,15,11,7,8,12,9,9,27,4.87804878048781,6.09756097560976,61.5853658536585,27.4390243902439
151460000956,206,12,5,9,6,5,17,20,16,14,14,13,19,11,7,10,28,5.8252427184466,9.70873786407767,62.621359223301,21.8446601941748
151460000957,184,7,15,13,6,4,9,8,23,17,14,12,6,10,5,11,24,3.80434782608696,18.4782608695652,55.9782608695652,21.7391304347826
151460000958,134,12,7,6,2,2,7,7,20,18,11,6,7,4,8,6,11,8.95522388059701,11.1940298507463,61.1940298507463,18.6567164179104
151460000959,223,7,6,8,6,6,16,18,9,24,14,20,17,11,11,11,39,3.1390134529148,8.96860986547085,60.5381165919283,27.3542600896861
151460000960,215,11,7,7,10,10,11,20,15,15,24,18,11,6,10,19,21,5.11627906976744,11.1627906976744,60.4651162790698,23.2558139534884
151460000961,370,20,15,11,15,27,26,27,33,34,31,32,24,26,12,17,20,5.40540540540541,11.0810810810811,70.2702702702703,13.2432432432432
151460000962,245,10,9,10,9,6,17,14,23,22,17,17,14,20,15,17,25,4.08163265306122,11.4285714285714,61.2244897959184,23.265306122449
151460000963,244,10,11,6,8,10,24,27,24,19,21,23,13,8,13,9,18,4.0983606557377,10.2459016393443,69.2622950819672,16.3934426229508
151460000964,268,8,10,13,15,18,12,10,30,26,27,16,16,15,12,12,28,2.98507462686567,14.1791044776119,63.4328358208955,19.4029850746269
151460000965,183,8,4,3,9,9,7,20,18,24,18,16,9,10,6,6,16,4.37158469945355,8.7431693989071,71.5846994535519,15.3005464480874
151460000966,330,18,11,3,17,9,20,31,41,48,26,20,19,16,16,18,17,5.45454545454545,9.39393939393939,69.6969696969697,15.4545454545455
151460000967,384,23,20,15,7,12,35,37,45,47,30,25,18,11,14,12,33,5.98958333333333,10.9375,67.7083333333333,15.3645833333333
151460000968,161,7,6,4,5,8,22,19,10,22,10,10,3,8,15,5,7,4.34782608695652,9.3167701863354,69.5652173913043,16.7701863354037
151460000969,202,13,3,3,8,11,14,17,20,13,18,13,15,18,6,6,24,6.43564356435644,6.93069306930693,68.8118811881188,17.8217821782178
151460000970,131,4,4,2,11,7,8,9,5,9,11,12,12,11,10,9,7,3.05343511450382,12.9770992366412,64.1221374045801,19.8473282442748
151460000971,245,11,4,6,6,9,13,26,29,43,17,10,9,9,19,17,17,4.48979591836735,6.53061224489796,67.3469387755102,21.6326530612245
151460000972,225,15,10,6,7,10,10,18,25,24,20,30,10,6,7,7,20,6.66666666666667,10.2222222222222,68,15.1111111111111
151460000973,318,14,15,15,11,20,17,21,27,27,28,20,17,16,19,21,30,4.40251572327044,12.8930817610063,60.6918238993711,22.0125786163522
151460000974,369,17,10,15,10,17,21,32,28,35,35,23,23,23,16,22,42,4.6070460704607,9.48509485094851,64.2276422764228,21.680216802168
151460000975,286,9,11,10,8,8,23,26,21,24,22,15,20,18,24,14,33,3.14685314685315,10.1398601398601,61.8881118881119,24.8251748251748
151460000976,225,10,10,8,5,9,17,5,18,11,19,18,15,20,19,17,24,4.44444444444444,10.2222222222222,58.6666666666667,26.6666666666667
151460000977,463,25,19,11,13,16,29,37,50,51,32,28,26,30,42,27,27,5.39956803455724,9.28725701943845,64.5788336933045,20.7343412526998
151460000978,390,13,9,12,15,15,27,25,22,20,30,26,23,25,18,30,80,3.33333333333333,9.23076923076923,54.6153846153846,32.8205128205128
151460000979,477,34,21,15,14,25,36,47,57,50,36,23,23,19,19,13,45,7.12788259958071,10.482180293501,66.2473794549266,16.1425576519916
151460000980,121,4,5,5,5,5,9,5,12,9,8,9,12,11,7,2,13,3.30578512396694,12.396694214876,66.1157024793389,18.1818181818182
151460000981,479,13,20,22,21,24,26,25,50,57,51,45,27,21,23,21,33,2.71398747390397,13.1524008350731,68.0584551148226,16.0751565762004
151460000982,370,17,14,6,7,24,26,22,46,31,32,33,32,23,19,9,29,4.5945945945946,7.2972972972973,72.7027027027027,15.4054054054054
151460000983,291,7,4,10,6,14,22,28,34,28,24,29,7,10,13,20,35,2.40549828178694,6.87285223367698,67.3539518900344,23.3676975945017
151460000984,461,23,19,19,13,20,16,31,48,42,47,31,27,25,15,28,57,4.98915401301518,11.0629067245119,62.2559652928417,21.6919739696312
151460000985,354,13,10,14,9,11,9,20,31,31,33,26,12,18,30,36,51,3.67231638418079,9.32203389830509,53.954802259887,33.0508474576271
151460000986,289,6,12,14,10,13,8,21,17,34,25,16,22,17,20,21,33,2.07612456747405,12.4567474048443,59.8615916955017,25.6055363321799
151460000987,367,20,15,12,9,16,36,39,42,48,22,19,21,19,14,13,22,5.44959128065395,9.80926430517711,71.3896457765668,13.3514986376022
151460000988,143,8,5,4,4,6,7,11,14,10,13,14,6,8,8,12,13,5.59440559440559,9.09090909090909,62.2377622377622,23.0769230769231
151460000989,268,15,13,8,7,11,12,14,27,14,26,16,16,22,22,15,30,5.59701492537313,10.4477611940299,58.955223880597,25
151460000990,337,9,11,17,20,9,18,17,20,28,34,25,29,21,19,18,42,2.67062314540059,14.2433234421365,59.6439169139466,23.4421364985163
151460000991,219,8,7,11,9,6,11,11,16,15,15,21,13,20,19,14,23,3.65296803652968,12.3287671232877,58.4474885844749,25.5707762557078
151460000992,317,12,11,16,13,15,13,19,19,28,31,26,14,22,23,20,35,3.78548895899054,12.6182965299685,58.9905362776025,24.6056782334385
151460000993,290,10,12,14,18,6,13,20,32,19,24,30,15,21,13,9,34,3.44827586206897,15.1724137931034,62.0689655172414,19.3103448275862
151460000994,250,10,6,8,9,12,14,21,22,27,20,9,12,23,23,15,19,4,9.2,64,22.8
151460000995,237,9,13,6,3,7,10,23,25,22,19,11,17,14,14,17,27,3.79746835443038,9.28270042194093,62.4472573839662,24.4725738396624
151460000996,318,17,11,11,8,10,12,36,35,32,14,22,21,16,26,16,31,5.34591194968554,9.43396226415094,62.2641509433962,22.9559748427673
151460000997,330,11,9,10,10,18,25,33,32,26,26,20,19,20,15,28,28,3.33333333333333,8.78787878787879,66.3636363636364,21.5151515151515
151460000998,297,14,10,11,12,16,18,16,26,22,24,21,16,21,19,22,29,4.71380471380471,11.1111111111111,60.6060606060606,23.5690235690236
151460000999,246,12,7,6,5,7,18,20,26,23,24,15,14,18,17,7,27,4.87804878048781,7.31707317073171,67.0731707317073,20.7317073170732
151460001000,322,12,14,9,10,12,13,30,17,18,40,29,17,16,21,22,42,3.72670807453416,10.2484472049689,59.6273291925466,26.3975155279503
151460001001,278,16,11,13,13,9,6,18,19,25,38,20,15,19,9,20,27,5.75539568345324,13.3093525179856,60.7913669064748,20.1438848920863
151460001002,186,3,10,4,9,11,10,8,9,12,14,11,16,17,9,12,31,1.61290322580645,12.3655913978495,58.0645161290323,27.9569892473118
151460001003,168,3,4,5,7,4,17,9,15,10,17,7,14,11,11,10,24,1.78571428571429,9.52380952380952,61.9047619047619,26.7857142857143
151460001004,332,22,9,12,11,14,30,40,42,39,27,24,14,18,10,8,12,6.62650602409639,9.63855421686747,74.6987951807229,9.03614457831325
151460001005,225,11,7,11,4,8,14,12,32,17,19,16,16,17,15,4,22,4.88888888888889,9.77777777777778,67.1111111111111,18.2222222222222
151460001006,270,17,7,6,8,13,28,39,26,28,24,24,11,14,8,6,11,6.2962962962963,7.77777777777778,76.6666666666667,9.25925925925926
151460001007,207,11,8,8,5,12,19,27,22,28,16,8,13,5,7,5,13,5.31400966183575,10.1449275362319,72.463768115942,12.0772946859903
151460001008,354,13,11,13,14,14,27,34,39,47,37,29,24,13,16,10,13,3.67231638418079,10.7344632768362,74.5762711864407,11.0169491525424
151460001009,89,6,3,3,2,7,7,4,4,7,8,9,9,8,2,4,6,6.74157303370787,8.98876404494382,70.7865168539326,13.4831460674157
151460001010,292,15,13,10,9,8,12,20,36,24,30,17,22,16,26,13,21,5.13698630136986,10.958904109589,63.3561643835616,20.5479452054794
151460001011,314,12,16,8,13,10,20,22,33,28,18,19,13,17,19,20,46,3.82165605095541,11.7834394904459,57.3248407643312,27.0700636942675
151460001012,533,24,24,23,28,20,31,41,48,52,52,41,30,26,21,25,47,4.50281425891182,14.0712945590994,63.9774859287054,17.4484052532833
151460001013,391,26,10,10,14,17,34,47,32,41,31,22,23,18,16,9,41,6.64961636828645,8.69565217391304,67.7749360613811,16.8797953964194
151460001014,351,12,19,11,10,36,32,46,48,26,36,19,12,14,9,8,13,3.41880341880342,11.3960113960114,76.6381766381766,8.54700854700855
151460001015,249,9,7,15,4,12,17,21,29,27,29,18,19,13,5,12,12,3.6144578313253,10.4417670682731,74.2971887550201,11.6465863453815
151460001016,363,14,14,7,9,22,28,47,40,31,27,15,26,24,24,18,17,3.85674931129477,8.26446280991736,71.6253443526171,16.2534435261708
151460001017,152,17,4,3,2,7,27,13,18,10,16,7,3,3,8,3,11,11.1842105263158,5.92105263157895,68.421052631579,14.4736842105263
151460001018,233,11,11,7,5,9,16,20,24,15,29,25,19,8,8,6,20,4.72103004291846,9.87124463519313,70.8154506437768,14.5922746781116
151460001019,280,10,6,7,9,14,20,24,37,25,23,17,15,16,13,10,34,3.57142857142857,7.85714285714286,68.2142857142857,20.3571428571429
151460001020,419,35,21,16,15,20,41,59,56,49,27,20,16,14,9,9,12,8.35322195704057,12.4105011933174,72.0763723150358,7.15990453460621
151460001021,233,7,4,6,6,8,14,22,19,20,14,18,20,12,15,14,34,3.00429184549356,6.86695278969957,63.0901287553648,27.0386266094421
151460001022,206,6,5,5,11,5,7,14,23,20,15,15,8,16,13,12,31,2.9126213592233,10.1941747572816,59.7087378640777,27.1844660194175
151460001023,269,16,14,10,11,15,17,22,23,31,16,21,13,9,10,18,23,5.94795539033457,13.0111524163569,62.0817843866171,18.9591078066914
151460001024,307,7,9,13,13,24,17,20,31,35,24,20,12,14,16,22,30,2.28013029315961,11.400651465798,64.1693811074919,22.1498371335505
151460001025,144,7,4,6,3,5,9,7,13,13,14,11,6,14,8,9,15,4.86111111111111,9.02777777777778,63.8888888888889,22.2222222222222
151460001026,76,0,2,4,1,5,9,19,3,3,4,4,5,4,3,1,9,0,9.21052631578947,73.6842105263158,17.1052631578947
151460001027,212,11,17,8,10,16,14,24,18,14,20,14,15,11,6,5,9,5.18867924528302,16.5094339622642,68.8679245283019,9.43396226415094
151460001028,259,13,9,8,9,9,12,22,27,29,32,15,7,13,12,13,29,5.01930501930502,10.03861003861,64.0926640926641,20.8494208494208
151460001029,359,17,9,16,12,14,27,30,39,29,30,25,22,20,13,19,37,4.73537604456825,10.3064066852368,65.7381615598886,19.2200557103064
151460001030,285,10,5,8,4,9,24,14,23,21,18,17,24,15,18,32,43,3.50877192982456,5.96491228070175,57.8947368421053,32.6315789473684
151460001031,36,1,4,2,4,4,1,2,3,4,1,3,5,1,0,0,1,2.77777777777778,27.7777777777778,66.6666666666667,2.77777777777778
151460001032,411,21,17,14,27,33,39,45,44,40,39,21,15,14,11,6,25,5.10948905109489,14.1119221411192,70.5596107055961,10.2189781021898
151460001033,239,17,11,9,11,18,6,18,28,27,19,12,8,15,7,13,20,7.11297071129707,12.9707112970711,63.1799163179916,16.7364016736402
151460001034,168,9,12,12,4,3,10,14,22,26,15,7,7,6,7,7,7,5.35714285714286,16.6666666666667,65.4761904761905,12.5
151460001035,291,24,18,15,11,12,20,27,34,35,25,13,11,15,9,7,15,8.24742268041237,15.1202749140893,65.979381443299,10.6529209621993
151460001036,326,27,11,7,8,17,26,26,38,32,19,25,13,22,16,17,22,8.28220858895705,7.97546012269939,66.8711656441718,16.8711656441718
151460001037,412,12,16,3,11,18,23,24,20,41,29,18,26,31,32,42,66,2.9126213592233,7.28155339805825,55.8252427184466,33.9805825242718
151460001038,172,3,10,9,7,11,6,8,9,20,10,15,13,8,3,5,35,1.74418604651163,15.1162790697674,58.1395348837209,25
151460001039,326,10,11,9,14,16,12,20,19,21,21,28,16,18,18,35,58,3.06748466257669,10.4294478527607,52.4539877300614,34.0490797546012
151460001040,115,3,2,3,5,6,2,5,3,7,16,13,3,3,7,13,24,2.60869565217391,8.69565217391304,50.4347826086956,38.2608695652174
151460001041,344,21,20,18,17,13,20,20,27,31,30,28,15,15,11,14,44,6.1046511627907,15.9883720930233,57.8488372093023,20.0581395348837
151460001042,363,12,20,18,9,16,15,29,37,31,35,27,11,16,18,30,39,3.30578512396694,12.9476584022039,59.7796143250689,23.9669421487603
151460001043,309,11,15,9,15,21,14,23,27,24,32,19,19,18,9,13,40,3.55987055016181,12.621359223301,63.7540453074434,20.0647249190939
151460001044,268,18,14,10,6,10,18,28,38,20,18,17,11,14,11,8,27,6.71641791044776,11.1940298507463,64.9253731343284,17.1641791044776
151460001045,373,11,24,32,13,22,27,33,45,48,40,30,9,11,5,5,18,2.94906166219839,18.4986595174263,71.0455764075067,7.50670241286863
151460001046,107,5,5,7,6,6,7,10,8,15,6,12,5,2,3,3,7,4.67289719626168,16.8224299065421,66.3551401869159,12.1495327102804
151460001047,215,15,10,11,16,12,16,18,17,28,13,11,14,12,9,7,6,6.97674418604651,17.2093023255814,65.5813953488372,10.2325581395349
151460001048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
151460001049,16,1,2,1,1,0,0,0,1,2,3,3,1,1,0,0,0,6.25,25,68.75,0
151460001050,111,7,6,5,12,7,2,5,9,10,14,14,6,2,1,4,7,6.30630630630631,20.7207207207207,62.1621621621622,10.8108108108108
151460001051,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,100,0
151460001052,213,9,8,10,11,7,12,19,39,20,29,9,10,6,9,7,8,4.22535211267606,13.6150234741784,70.8920187793427,11.2676056338028
151460001053,175,7,8,7,7,1,7,11,20,17,13,7,3,10,13,19,25,4,12.5714285714286,50.8571428571429,32.5714285714286
151460001054,128,7,4,5,1,6,9,12,20,14,12,12,3,8,1,2,12,5.46875,7.8125,75,11.71875
151460001055,145,4,6,5,5,9,8,7,8,12,12,10,12,7,5,6,29,2.75862068965517,11.0344827586207,58.6206896551724,27.5862068965517
151460001056,353,19,16,18,17,8,18,12,24,35,21,19,12,32,18,38,46,5.38243626062323,14.4475920679887,51.2747875354108,28.8951841359773
151460001057,195,11,8,3,6,12,6,19,14,15,12,10,13,20,12,10,24,5.64102564102564,8.71794871794872,62.0512820512821,23.5897435897436
151460001058,358,15,14,13,19,10,15,11,18,34,27,24,18,20,27,46,47,4.18994413407821,12.8491620111732,49.4413407821229,33.5195530726257
151460001059,180,14,14,7,6,5,7,21,19,20,12,10,7,8,4,6,20,7.77777777777778,15,60.5555555555556,16.6666666666667
151460001060,397,28,12,11,16,19,27,40,36,53,29,36,14,22,19,11,24,7.05289672544081,9.82367758186398,69.5214105793451,13.6020151133501
151460001061,324,20,13,14,15,11,28,30,36,26,27,22,15,19,12,9,27,6.17283950617284,12.962962962963,66.0493827160494,14.8148148148148
151460001062,439,15,19,17,21,23,28,41,41,44,34,32,38,21,19,16,30,3.41685649202733,12.9840546697039,68.7927107061504,14.8063781321185
151460001063,379,20,15,14,12,14,18,39,34,43,29,25,12,23,16,20,45,5.27704485488127,10.8179419525066,62.532981530343,21.3720316622691
151460001064,313,11,5,12,9,15,16,19,23,30,30,22,21,16,15,24,45,3.51437699680511,8.30670926517572,61.3418530351438,26.8370607028754
151460001065,101,5,3,1,1,4,0,7,8,9,5,10,3,6,10,8,21,4.95049504950495,4.95049504950495,51.4851485148515,38.6138613861386
151460001066,268,9,6,8,12,10,10,26,15,20,19,13,16,21,20,19,44,3.35820895522388,9.70149253731343,55.9701492537313,30.9701492537313
151460001067,100,3,4,2,6,0,5,6,4,6,8,4,6,4,10,14,18,3,12,43,42
151460001068,268,3,7,10,6,14,13,24,19,13,29,16,15,16,13,23,47,1.11940298507463,8.58208955223881,59.3283582089552,30.9701492537313
151460001069,295,10,7,6,9,10,11,19,19,22,13,25,21,17,23,32,51,3.38983050847458,7.45762711864407,53.2203389830509,35.9322033898305
151460001070,380,11,10,21,13,10,17,21,24,35,36,20,28,18,21,34,61,2.89473684210526,11.5789473684211,55,30.5263157894737
151460001071,204,4,8,4,6,6,13,14,8,23,11,15,19,11,14,13,35,1.96078431372549,8.82352941176471,58.8235294117647,30.3921568627451
151460001072,419,9,9,8,16,16,25,22,25,33,32,27,24,29,27,33,84,2.14797136038186,7.87589498806683,55.6085918854415,34.3675417661098
151460001073,70,5,6,2,2,0,3,5,14,13,5,5,2,4,0,0,4,7.14285714285714,14.2857142857143,72.8571428571429,5.71428571428571
151460001074,123,4,8,9,8,5,6,3,18,8,10,7,7,8,4,7,11,3.2520325203252,20.3252032520325,58.5365853658537,17.8861788617886
151460001075,191,3,7,8,9,7,10,13,17,20,12,11,12,14,14,11,23,1.57068062827225,12.565445026178,60.7329842931937,25.130890052356
151460001076,190,5,10,14,8,12,7,5,18,24,30,11,13,5,12,3,13,2.63157894736842,16.8421052631579,65.7894736842105,14.7368421052632
151460001077,11,3,0,1,0,0,1,3,1,0,2,0,0,0,0,0,0,27.2727272727273,9.09090909090909,63.6363636363636,0
151460001078,282,8,12,14,8,12,8,15,21,15,14,20,29,29,29,22,26,2.83687943262411,12.0567375886525,57.8014184397163,27.3049645390071
151460001079,289,13,11,13,16,16,9,11,23,29,29,19,11,14,17,14,44,4.49826989619377,13.840830449827,55.7093425605536,25.9515570934256
151460001080,109,5,4,2,3,5,7,5,10,6,8,6,5,6,4,8,25,4.58715596330275,8.25688073394496,53.2110091743119,33.9449541284404
151460001081,123,8,4,6,3,5,14,19,13,7,12,6,2,6,2,4,12,6.50406504065041,10.5691056910569,68.2926829268293,14.6341463414634
151460001082,192,17,8,2,6,11,6,10,19,21,20,9,5,10,11,10,27,8.85416666666667,8.33333333333333,57.8125,25
151460001083,175,12,7,1,6,8,10,12,27,20,9,9,10,8,8,10,18,6.85714285714286,8,64.5714285714286,20.5714285714286
151460001084,235,6,7,8,9,5,9,10,17,17,20,13,6,22,19,21,46,2.5531914893617,10.2127659574468,50.6382978723404,36.5957446808511
151460001085,525,30,29,23,14,24,28,49,62,62,57,24,26,19,16,23,39,5.71428571428571,12.5714285714286,66.8571428571429,14.8571428571429
151460001086,390,26,20,16,8,18,30,30,44,48,32,20,15,13,15,12,43,6.66666666666667,11.2820512820513,64.1025641025641,17.948717948718
151460001087,344,22,20,10,18,17,18,29,40,38,23,28,19,12,15,10,25,6.3953488372093,13.953488372093,65.1162790697674,14.5348837209302
151460001088,542,28,25,16,24,23,23,33,51,51,38,37,29,36,27,35,66,5.16605166051661,11.9926199261993,59.2250922509225,23.6162361623616
151460001089,16,0,0,0,0,1,1,2,1,2,1,1,1,1,0,1,4,0,0,68.75,31.25
151460001090,369,14,9,5,18,17,16,21,34,26,47,28,27,22,27,25,33,3.7940379403794,8.67208672086721,64.4986449864499,23.0352303523035
151460001091,451,30,25,23,17,22,28,31,58,58,35,29,13,22,18,15,27,6.65188470066519,14.4124168514412,65.6319290465632,13.3037694013304
151460001092,485,26,15,19,24,18,36,42,54,32,42,30,16,13,16,30,72,5.36082474226804,11.9587628865979,58.3505154639175,24.3298969072165
151460001093,356,21,19,13,11,10,20,21,39,35,34,21,21,14,13,21,43,5.89887640449438,12.0786516853933,60.3932584269663,21.6292134831461
151460001094,144,5,5,9,4,5,11,9,6,16,13,8,10,9,9,8,17,3.47222222222222,12.5,60.4166666666667,23.6111111111111
151460001095,308,17,7,7,6,14,14,17,22,20,22,26,19,14,19,26,58,5.51948051948052,6.49350649350649,54.5454545454545,33.4415584415584
151460001096,151,10,7,7,9,9,10,12,11,16,8,13,7,4,13,3,12,6.62251655629139,15.2317880794702,59.6026490066225,18.5430463576159
151460001097,52,2,3,1,6,1,0,4,5,7,12,2,3,0,1,3,2,3.84615384615385,19.2307692307692,65.3846153846154,11.5384615384615
151460001098,48,4,3,2,2,1,3,6,7,1,3,2,0,1,3,0,10,8.33333333333333,14.5833333333333,50,27.0833333333333
151460001099,280,11,19,11,9,10,6,12,23,25,16,16,12,13,31,29,37,3.92857142857143,13.9285714285714,47.5,34.6428571428571
151460001100,222,10,12,13,12,13,16,27,18,19,24,10,12,7,4,8,17,4.50450450450451,16.6666666666667,65.7657657657658,13.0630630630631
151460001101,263,15,15,16,9,7,12,20,32,25,27,12,21,15,6,10,21,5.70342205323194,15.2091254752852,65.0190114068441,14.0684410646388
151460001102,251,14,13,9,10,9,14,26,27,25,18,13,15,15,13,12,18,5.57768924302789,12.7490039840637,64.5418326693227,17.1314741035857
151460001103,179,7,6,15,11,8,7,11,18,17,21,12,14,7,9,4,12,3.91061452513966,17.877094972067,64.2458100558659,13.9664804469274
151460001104,338,15,23,18,14,17,23,32,39,27,27,19,12,14,18,14,26,4.43786982248521,16.2721893491124,62.1301775147929,17.1597633136095
151460001105,335,22,21,19,18,17,19,21,24,24,28,35,22,16,6,12,31,6.56716417910448,17.3134328358209,61.4925373134328,14.6268656716418
151460001106,153,9,2,4,5,8,7,10,12,10,9,12,10,13,18,15,9,5.88235294117647,7.18954248366013,59.4771241830065,27.4509803921569
151460001107,95,8,2,4,5,2,6,5,7,9,2,6,5,7,5,5,17,8.42105263157895,11.5789473684211,51.5789473684211,28.4210526315789
151460001108,143,1,9,9,8,5,3,3,8,14,16,4,4,14,11,11,23,0.699300699300699,18.1818181818182,49.6503496503497,31.4685314685315
151460001109,262,17,11,13,8,16,20,12,19,19,21,27,30,11,15,9,14,6.48854961832061,12.2137404580153,66.793893129771,14.5038167938931
151460001110,248,10,11,8,7,15,15,11,23,17,17,18,16,16,8,12,44,4.03225806451613,10.4838709677419,59.6774193548387,25.8064516129032
151460001111,508,39,21,15,20,22,30,48,53,43,47,36,29,19,20,21,45,7.67716535433071,11.0236220472441,64.3700787401575,16.9291338582677
151460001112,134,5,3,10,6,5,10,9,11,10,8,12,10,10,7,11,7,3.73134328358209,14.1791044776119,63.4328358208955,18.6567164179104
151460001113,273,17,14,17,12,10,13,19,25,24,24,16,13,13,12,17,27,6.22710622710623,15.7509157509158,57.5091575091575,20.5128205128205
151460001114,244,10,13,15,6,18,17,15,22,21,25,10,9,16,11,8,28,4.0983606557377,13.9344262295082,62.7049180327869,19.2622950819672
151460001115,376,13,19,13,15,14,19,28,27,40,27,22,17,24,19,24,55,3.45744680851064,12.5,57.9787234042553,26.063829787234
151460001116,506,24,17,22,16,15,16,36,45,46,29,39,28,22,29,44,78,4.74308300395257,10.8695652173913,54.5454545454545,29.8418972332016
151460001117,117,7,2,7,3,2,4,13,13,22,7,6,5,6,3,5,12,5.98290598290598,10.2564102564103,66.6666666666667,17.0940170940171
151460001118,78,3,3,2,5,4,3,8,7,7,9,5,3,5,3,4,7,3.84615384615385,12.8205128205128,65.3846153846154,17.948717948718
151460001119,110,12,8,1,6,3,6,11,19,5,4,4,6,9,6,4,6,10.9090909090909,13.6363636363636,60.9090909090909,14.5454545454545
151460001120,76,3,5,3,2,3,7,13,10,3,5,3,6,1,1,3,8,3.94736842105263,13.1578947368421,67.1052631578947,15.7894736842105
151460001121,115,4,3,4,7,2,14,4,4,17,11,5,12,6,5,6,11,3.47826086956522,12.1739130434783,65.2173913043478,19.1304347826087
151460001122,253,10,10,9,12,7,5,18,29,25,19,21,15,13,11,18,31,3.95256916996047,12.2529644268775,60.0790513833992,23.7154150197628
151460001123,440,23,18,20,18,23,33,22,43,53,35,33,20,25,21,19,34,5.22727272727273,12.7272727272727,65.2272727272727,16.8181818181818
151460001124,51,3,1,1,1,2,0,3,4,8,7,2,3,4,5,2,5,5.88235294117647,5.88235294117647,64.7058823529412,23.5294117647059
151460001125,126,3,5,3,2,4,3,9,7,4,11,11,6,7,5,14,32,2.38095238095238,7.93650793650794,49.2063492063492,40.4761904761905
151460001126,352,13,15,15,15,25,20,20,34,33,30,20,16,13,19,15,49,3.69318181818182,12.7840909090909,59.9431818181818,23.5795454545455
151460001127,386,18,20,10,12,16,21,28,35,32,35,23,27,29,16,18,46,4.66321243523316,10.880829015544,63.7305699481865,20.7253886010363
151460001128,85,5,7,3,4,0,4,12,10,6,3,6,6,4,6,6,3,5.88235294117647,16.4705882352941,60,17.6470588235294
151460001129,54,6,3,5,1,3,2,5,9,7,6,1,0,2,1,2,1,11.1111111111111,16.6666666666667,64.8148148148148,7.40740740740741
151460001130,107,4,6,2,2,8,4,7,13,7,6,4,7,10,7,5,15,3.73831775700935,9.34579439252336,61.6822429906542,25.2336448598131
151460001131,24,0,3,1,1,1,1,0,0,6,1,1,2,0,3,2,2,0,20.8333333333333,50,29.1666666666667
151460001132,61,1,2,5,1,2,2,2,5,6,8,6,2,4,7,0,8,1.63934426229508,13.1147540983607,60.655737704918,24.5901639344262
151460001133,493,27,38,23,29,18,36,60,60,38,48,32,15,9,18,23,19,5.47667342799189,18.2555780933063,64.0973630831643,12.1703853955375
151460001134,579,37,43,36,25,24,30,52,73,61,51,32,33,13,17,16,36,6.39032815198618,17.9620034542314,63.7305699481865,11.9170984455959
151460001135,245,17,17,7,14,11,11,16,18,26,20,17,13,17,8,9,24,6.93877551020408,15.5102040816327,60.8163265306122,16.734693877551
151460001136,197,12,9,4,6,8,10,19,25,19,13,7,6,7,10,9,33,6.09137055837564,9.64467005076142,57.8680203045685,26.3959390862944
151460001137,302,17,12,15,11,16,10,15,17,33,20,23,13,14,17,18,51,5.62913907284768,12.5827814569536,53.3112582781457,28.476821192053
151460001138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
151460001139,129,10,5,5,2,8,7,8,11,13,9,8,12,6,4,7,14,7.75193798449612,9.30232558139535,63.5658914728682,19.3798449612403
151460001140,384,28,22,18,18,21,26,37,44,42,19,40,17,14,11,9,18,7.29166666666667,15.1041666666667,67.7083333333333,9.89583333333333
151460001141,427,27,20,13,17,18,31,43,39,32,35,24,17,22,21,25,43,6.3231850117096,11.7096018735363,61.1241217798595,20.8430913348946
151460001142,30,1,1,2,4,4,0,3,1,2,2,1,1,4,1,1,2,3.33333333333333,23.3333333333333,60,13.3333333333333
151460001143,138,11,3,3,7,3,11,13,16,11,18,7,6,2,7,9,11,7.97101449275362,9.42028985507247,63.0434782608696,19.5652173913043
