SEZ2011,P1,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,0-5anni,6-19 anni,20-64 anni,over 65 anni
151460005554,159,12,8,3,9,7,23,14,11,16,10,15,6,8,9,2,6,7.54716981132076,12.5786163522013,69.1823899371069,10.6918238993711
151460005555,154,9,4,8,5,5,4,10,13,11,11,6,6,13,21,14,14,5.84415584415584,11.038961038961,51.2987012987013,31.8181818181818
151460005556,131,9,9,4,5,3,9,10,15,20,10,14,5,6,7,4,1,6.87022900763359,13.7404580152672,70.2290076335878,9.16030534351145
151460005557,486,27,14,18,22,24,33,26,52,45,57,35,27,25,15,22,44,5.55555555555556,11.1111111111111,66.6666666666667,16.6666666666667
151460005558,233,13,19,15,11,8,7,21,31,31,33,10,7,3,7,6,11,5.5793991416309,19.31330472103,64.8068669527897,10.3004291845494
151460005559,246,11,9,13,10,9,9,16,22,17,22,22,11,18,17,18,22,4.47154471544715,13.0081300813008,59.349593495935,23.1707317073171
151460005560,334,20,14,13,11,12,20,19,26,30,30,19,18,18,21,18,45,5.98802395209581,11.377245508982,57.4850299401198,25.1497005988024
151460005561,367,24,15,19,26,17,26,34,36,40,27,21,9,21,14,7,31,6.53950953678474,16.3487738419619,62.9427792915531,14.1689373297003
151460005562,607,24,31,32,27,39,27,32,65,62,54,56,36,23,28,22,49,3.95387149917628,14.827018121911,64.9093904448105,16.3097199341021
151460005563,619,24,30,38,36,24,36,31,32,56,66,51,51,34,29,24,57,3.87722132471729,16.8012924071082,61.5508885298869,17.7705977382876
151460005564,388,17,16,9,6,9,28,47,35,28,22,22,35,24,22,25,43,4.38144329896907,7.98969072164948,64.4329896907217,23.1958762886598
151460005565,222,10,11,5,7,9,14,9,15,11,21,12,13,13,12,26,34,4.50450450450451,10.3603603603604,52.7027027027027,32.4324324324324
151460005566,309,8,13,8,12,13,18,18,22,32,41,30,21,13,10,19,31,2.58899676375405,10.6796116504854,67.3139158576052,19.4174757281553
151460005567,504,31,27,13,15,22,23,54,70,53,45,35,26,19,22,18,31,6.15079365079365,10.9126984126984,68.8492063492064,14.0873015873016
151460005568,450,34,14,25,21,36,38,33,51,43,33,36,21,17,7,15,26,7.55555555555556,13.3333333333333,68.4444444444444,10.6666666666667
151460005569,614,47,43,27,25,44,54,81,69,76,42,42,28,9,10,3,14,7.65472312703583,15.4723127035831,72.4755700325733,4.39739413680782
151460005570,322,15,14,16,10,20,19,20,23,31,23,23,17,19,14,18,40,4.6583850931677,12.4223602484472,60.5590062111801,22.360248447205
151460005571,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,100,0
151460005572,332,15,14,15,17,9,24,25,35,32,23,22,12,14,8,20,47,4.51807228915663,13.855421686747,59.0361445783133,22.5903614457831
151460005573,278,24,18,8,8,12,19,34,29,25,20,11,15,15,9,8,23,8.63309352517986,12.2302158273381,64.7482014388489,14.3884892086331
151460005574,237,13,9,7,9,7,11,23,27,12,24,12,12,14,13,18,26,5.48523206751055,10.5485232067511,59.915611814346,24.0506329113924
151460005575,377,19,15,20,11,13,20,26,42,38,35,28,23,9,13,17,48,5.03978779840849,12.2015915119363,62.0689655172414,20.6896551724138
151460005576,13,0,0,0,0,0,0,0,0,2,1,0,2,3,2,2,1,0,0,61.5384615384615,38.4615384615385
151460005577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
151460005578,646,34,39,28,36,37,40,37,54,64,70,43,37,34,20,24,49,5.26315789473684,15.9442724458204,64.3962848297214,14.3962848297214
151460005579,351,17,10,13,16,25,24,25,38,30,36,20,12,15,12,23,35,4.84330484330484,11.1111111111111,64.1025641025641,19.9430199430199
151460005580,272,14,11,9,8,16,11,15,26,24,17,17,10,21,13,23,37,5.14705882352941,10.2941176470588,57.7205882352941,26.8382352941176
151460005581,60,5,2,4,2,4,4,3,8,6,8,5,1,1,2,1,4,8.33333333333333,13.3333333333333,66.6666666666667,11.6666666666667
151460005582,469,24,20,21,9,12,10,20,27,38,29,21,23,27,31,60,97,5.11727078891258,10.6609808102345,44.136460554371,40.0852878464819
151460005583,374,16,15,28,13,11,12,15,25,27,23,18,16,27,51,43,34,4.27807486631016,14.9732620320856,46.524064171123,34.2245989304813
151460005584,263,13,15,19,21,11,12,20,28,21,25,17,7,14,16,5,19,4.94296577946768,20.9125475285171,58.93536121673,15.2091254752852
151460005585,387,26,20,12,16,14,36,48,44,46,42,11,17,11,8,8,28,6.71834625322997,12.4031007751938,69.5090439276486,11.3695090439276
151460005586,298,13,7,8,8,24,14,27,35,27,35,26,21,8,14,9,22,4.36241610738255,7.71812080536913,72.8187919463087,15.1006711409396
151460005587,190,15,15,12,6,7,10,17,21,12,13,14,9,5,7,8,19,7.89473684210526,17.3684210526316,56.8421052631579,17.8947368421053
151460005588,99,4,2,3,4,2,4,11,6,8,6,5,8,6,6,12,12,4.04040404040404,9.09090909090909,56.5656565656566,30.3030303030303
151460005589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
151460005590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
151460005591,347,20,13,19,16,18,11,35,38,30,31,24,15,11,11,17,38,5.76368876080692,13.8328530259366,61.3832853025937,19.0201729106628
151460005592,367,18,16,13,12,20,24,25,38,35,39,25,23,15,14,13,37,4.90463215258856,11.1716621253406,66.4850136239782,17.4386920980926
151460005593,287,15,17,8,6,8,5,25,33,36,16,15,14,15,25,19,30,5.22648083623693,10.801393728223,58.1881533101045,25.7839721254355
151460005594,247,9,4,10,9,11,19,21,21,35,18,11,12,14,12,14,27,3.64372469635627,9.31174089068826,65.587044534413,21.4574898785425
151460005595,502,24,24,12,17,26,36,49,57,51,37,29,34,22,25,11,48,4.7808764940239,10.5577689243028,67.9282868525896,16.7330677290837
151460005596,384,12,22,16,11,13,12,15,28,38,28,36,18,21,17,28,69,3.125,12.7604166666667,54.4270833333333,29.6875
151460005597,227,20,13,11,6,7,21,30,27,22,23,13,7,8,3,4,12,8.81057268722467,13.215859030837,69.6035242290749,8.37004405286344
151460005598,68,0,4,1,4,3,3,9,7,4,5,6,3,1,4,3,11,0,13.2352941176471,60.2941176470588,26.4705882352941
151460005599,217,14,8,10,5,7,13,9,18,21,20,14,18,6,6,11,37,6.45161290322581,10.5990783410138,58.0645161290323,24.8847926267281
151460005600,465,36,23,18,12,21,31,34,40,58,33,26,20,32,20,19,42,7.74193548387097,11.3978494623656,63.4408602150538,17.4193548387097
151460005601,375,17,17,16,12,15,18,23,33,38,30,15,20,21,23,33,44,4.53333333333333,12,56.8,26.6666666666667
151460005602,338,25,19,10,13,11,29,33,39,24,22,24,17,18,10,15,29,7.39644970414201,12.4260355029586,64.2011834319527,15.9763313609467
151460005603,47,5,3,2,0,3,3,0,8,7,1,1,3,4,4,0,3,10.6382978723404,10.6382978723404,63.8297872340426,14.8936170212766
151460005604,146,7,6,3,2,3,4,7,14,14,6,4,14,16,17,14,15,4.79452054794521,7.53424657534247,56.1643835616438,31.5068493150685
151460005605,265,11,9,8,14,13,9,22,22,21,23,15,15,15,17,18,33,4.15094339622642,11.6981132075472,58.4905660377359,25.6603773584906
151460005606,286,14,13,13,8,12,15,18,29,37,19,24,15,7,13,15,34,4.8951048951049,11.8881118881119,61.5384615384615,21.6783216783217
151460005607,262,7,12,11,13,12,16,17,17,21,25,21,20,19,16,14,21,2.67175572519084,13.7404580152672,64.1221374045801,19.4656488549618
151460005608,225,6,12,12,11,6,6,7,12,19,25,14,9,12,20,23,31,2.66666666666667,15.5555555555556,48.8888888888889,32.8888888888889
151460005609,28,3,1,1,1,1,2,3,2,7,1,3,2,1,0,0,0,10.7142857142857,10.7142857142857,78.5714285714286,0
151460005610,159,8,9,6,5,6,11,11,22,13,11,15,12,6,4,7,13,5.0314465408805,12.5786163522013,67.2955974842767,15.0943396226415
151460005611,60,1,3,6,3,1,5,8,4,8,6,5,7,1,1,1,0,1.66666666666667,20,75,3.33333333333333
151460005612,110,9,5,4,1,7,6,18,7,12,7,10,6,6,1,4,7,8.18181818181818,9.09090909090909,71.8181818181818,10.9090909090909
151460005613,27,1,1,4,1,0,0,1,2,3,4,2,3,1,0,0,4,3.7037037037037,22.2222222222222,59.2592592592593,14.8148148148148
151460005614,59,6,5,1,1,6,6,7,5,4,6,4,1,2,1,0,4,10.1694915254237,11.864406779661,69.4915254237288,8.47457627118644
151460005615,38,0,0,2,2,3,4,6,0,4,3,3,2,3,1,0,5,0,10.5263157894737,73.6842105263158,15.7894736842105
151460005616,250,20,8,10,5,14,16,33,38,23,21,12,14,11,9,2,14,8,9.2,72.8,10
151460005617,13,1,0,0,0,0,1,1,1,1,1,1,1,2,1,1,1,7.69230769230769,0,69.2307692307692,23.0769230769231
151460005618,152,8,4,3,6,13,16,19,25,9,15,9,0,7,6,5,7,5.26315789473684,8.55263157894737,74.3421052631579,11.8421052631579
151460005619,266,20,16,8,13,9,15,33,30,24,26,15,14,8,6,9,20,7.5187969924812,13.9097744360902,65.4135338345865,13.1578947368421
151460005620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
151460005621,22,2,0,1,1,3,1,0,2,4,2,4,1,0,1,0,0,9.09090909090909,9.09090909090909,77.2727272727273,4.54545454545455
151460005622,71,7,5,1,0,8,11,4,5,2,4,6,5,4,2,2,5,9.85915492957746,8.45070422535211,69.0140845070423,12.6760563380282
151460005623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
151460005624,102,10,4,5,3,7,12,13,17,7,9,4,3,1,3,2,2,9.80392156862745,11.7647058823529,71.5686274509804,6.86274509803922
151460005625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
151460005626,171,11,11,12,6,9,13,15,15,17,12,9,11,11,8,1,10,6.4327485380117,16.9590643274854,65.4970760233918,11.1111111111111
151460005627,252,22,25,13,7,8,11,18,35,35,20,17,6,11,9,6,9,8.73015873015873,17.8571428571429,63.8888888888889,9.52380952380952
151460005628,387,31,29,19,13,17,23,40,40,38,32,29,22,22,11,5,16,8.01033591731266,15.7622739018088,67.9586563307494,8.2687338501292
151460005629,519,11,19,11,26,47,35,22,22,33,28,72,58,50,33,23,29,2.11946050096339,10.7899807321773,70.7129094412331,16.3776493256262
151460005630,470,13,33,28,13,22,20,10,35,42,36,26,14,35,45,43,55,2.76595744680851,15.7446808510638,51.063829787234,30.4255319148936
151460005631,244,3,1,13,17,29,27,8,5,4,28,40,36,20,6,4,3,1.22950819672131,12.7049180327869,80.7377049180328,5.32786885245902
151460005632,330,14,15,23,25,19,20,19,20,20,31,29,26,29,16,14,10,4.24242424242424,19.0909090909091,64.5454545454546,12.1212121212121
151460005633,347,20,16,18,16,16,19,22,15,29,23,33,36,31,21,13,19,5.76368876080692,14.4092219020173,64.5533141210375,15.2737752161383
151460005634,112,4,7,7,4,5,5,6,9,3,10,10,11,3,6,7,15,3.57142857142857,16.0714285714286,55.3571428571429,25
151460005635,35,0,0,3,3,1,2,3,2,2,3,2,1,4,2,1,6,0,17.1428571428571,57.1428571428571,25.7142857142857
151460005636,37,2,1,1,2,1,2,3,3,3,1,4,0,4,0,5,5,5.40540540540541,10.8108108108108,56.7567567567568,27.027027027027
151460005637,306,4,11,14,19,23,14,14,14,26,23,27,19,23,21,20,34,1.30718954248366,14.3790849673203,59.8039215686275,24.5098039215686
151460005638,223,14,11,6,7,15,9,18,14,22,12,17,12,13,15,11,27,6.2780269058296,10.762331838565,59.1928251121076,23.7668161434978
151460005639,289,19,19,11,9,16,24,24,25,26,22,15,14,14,7,14,30,6.57439446366782,13.4948096885813,62.2837370242215,17.6470588235294
151460005640,24,2,1,1,1,0,1,3,3,1,3,0,0,0,1,3,4,8.33333333333333,12.5,45.8333333333333,33.3333333333333
151460005641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
151460005642,227,3,8,5,3,3,8,5,10,16,11,19,9,10,17,37,63,1.3215859030837,7.04845814977974,40.0881057268723,51.5418502202643
151460005643,257,6,12,6,10,15,9,7,13,13,13,10,11,11,22,46,53,2.33463035019455,10.8949416342412,39.6887159533074,47.0817120622568
151460005644,196,8,6,9,4,5,9,6,8,11,11,9,5,9,21,28,47,4.08163265306122,9.69387755102041,37.2448979591837,48.9795918367347
151460005645,183,5,4,6,6,3,3,6,9,7,7,8,10,11,27,31,40,2.73224043715847,8.7431693989071,34.9726775956284,53.551912568306
151460005646,83,1,5,4,3,3,5,4,8,6,4,6,5,8,7,3,11,1.20481927710843,14.4578313253012,59.0361445783133,25.3012048192771
151460005647,405,25,24,27,15,24,22,33,37,46,27,25,15,17,22,18,28,6.17283950617284,16.2962962962963,60.7407407407407,16.7901234567901
151460005648,263,15,13,10,13,18,15,17,22,17,18,24,17,13,8,11,32,5.70342205323194,13.6882129277567,61.2167300380228,19.3916349809886
151460005649,480,33,30,25,22,21,21,47,44,48,27,23,22,19,33,20,45,6.875,16.0416666666667,56.6666666666667,20.4166666666667
151460005651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
151460005652,276,16,23,15,21,12,11,17,31,37,35,19,11,3,11,9,5,5.79710144927536,21.3768115942029,63.768115942029,9.05797101449275
151460005653,391,28,18,18,19,18,17,33,22,35,25,27,22,23,26,26,34,7.16112531969309,14.0664961636829,56.7774936061381,21.9948849104859
151460005654,264,15,9,14,8,13,7,16,22,23,25,14,8,21,26,14,29,5.68181818181818,11.7424242424242,56.4393939393939,26.1363636363636
151460005655,414,25,23,20,24,16,30,27,40,36,36,23,22,18,20,11,43,6.03864734299517,16.1835748792271,59.9033816425121,17.8743961352657
151460005656,433,20,18,19,22,25,25,22,40,36,36,21,27,20,9,8,85,4.6189376443418,13.6258660508083,58.1986143187067,23.5565819861432
151460005657,503,25,23,22,21,29,20,36,38,39,47,32,31,30,23,22,65,4.97017892644135,13.1212723658052,60.0397614314115,21.8687872763419
151460005658,387,13,19,20,10,13,23,30,32,37,31,27,22,24,14,18,54,3.35917312661499,12.6614987080103,61.7571059431525,22.2222222222222
151460005659,478,25,24,19,25,27,22,35,50,32,45,24,28,17,19,18,68,5.23012552301255,14.2259414225941,58.5774058577406,21.9665271966527
151460005660,787,56,52,44,32,41,36,54,50,55,58,48,38,30,37,43,113,7.1156289707751,16.2642947903431,52.0965692503177,24.5235069885642
151460005661,383,12,26,23,23,21,13,12,34,39,37,18,21,16,18,17,53,3.1331592689295,18.798955613577,55.0913838120104,22.976501305483
151460005662,772,38,33,47,43,44,36,49,54,61,57,49,49,52,30,33,97,4.92227979274611,15.9326424870466,58.419689119171,20.7253886010363
151460005663,18,0,0,0,0,0,0,0,1,3,2,3,4,2,3,0,0,0,0,83.3333333333333,16.6666666666667
151460005664,580,32,32,19,33,45,37,36,37,38,46,42,46,32,18,22,65,5.51724137931035,14.4827586206897,61.8965517241379,18.1034482758621
151460005665,583,34,26,25,16,14,27,51,79,46,49,41,28,26,21,24,76,5.83190394511149,11.4922813036021,61.9210977701544,20.7547169811321
151460005666,62,5,1,1,0,2,3,6,2,4,2,1,5,6,2,7,15,8.06451612903226,3.2258064516129,50,38.7096774193548
151460005667,354,7,12,12,17,8,7,11,20,30,24,17,17,27,23,64,58,1.9774011299435,11.5819209039548,45.4802259887006,40.9604519774011
151460005668,272,5,5,9,10,6,11,8,15,23,19,12,9,32,32,34,42,1.83823529411765,8.82352941176471,49.6323529411765,39.7058823529412
151460005669,101,1,0,1,1,3,0,2,2,7,2,7,3,4,6,3,59,0.99009900990099,1.98019801980198,29.7029702970297,67.3267326732673
151460005670,61,3,4,2,1,0,3,4,3,6,6,9,6,7,3,1,3,4.91803278688525,11.4754098360656,72.1311475409836,11.4754098360656
151460005671,92,4,5,1,3,4,4,6,7,8,7,7,6,5,6,5,14,4.34782608695652,9.78260869565217,58.695652173913,27.1739130434783
151460005672,32,2,1,0,3,1,2,4,7,1,1,5,1,2,1,1,0,6.25,12.5,75,6.25
151460005673,229,11,9,9,16,10,13,10,17,18,19,18,22,12,15,3,27,4.80349344978166,14.8471615720524,60.6986899563319,19.6506550218341
151460005674,327,16,10,16,12,12,13,9,20,21,27,22,19,17,15,19,79,4.89296636085627,11.6207951070336,48.9296636085627,34.5565749235474
151460005675,278,11,11,9,21,13,6,19,24,17,26,19,16,21,10,16,39,3.9568345323741,14.7482014388489,57.9136690647482,23.3812949640288
151460005676,305,7,13,13,11,17,18,25,19,17,20,20,23,11,17,23,51,2.29508196721311,12.1311475409836,55.7377049180328,29.8360655737705
151460005677,234,8,12,16,11,11,13,3,12,18,27,21,23,12,8,7,32,3.41880341880342,16.6666666666667,59.8290598290598,20.0854700854701
151460005678,320,9,14,9,17,20,14,12,15,15,29,29,33,12,16,18,58,2.8125,12.5,55.9375,28.75
151460005679,10,0,0,1,0,1,2,0,1,0,2,2,1,0,0,0,0,0,10,90,0
151460005680,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0
151460005681,17,0,1,0,1,1,0,3,0,1,1,4,0,2,1,2,0,0,11.7647058823529,70.5882352941177,17.6470588235294
151460005682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
151460005683,99,7,7,2,3,7,8,7,15,11,13,8,4,2,0,1,4,7.07070707070707,12.1212121212121,75.7575757575758,5.05050505050505
151460005684,28,2,0,2,2,4,2,3,2,5,2,1,0,0,0,1,2,7.14285714285714,14.2857142857143,67.8571428571429,10.7142857142857
151460005685,182,10,9,13,11,8,19,19,29,21,17,8,4,4,1,1,8,5.49450549450549,18.1318681318681,70.8791208791209,5.49450549450549
151460005686,117,6,8,5,3,4,9,10,9,10,10,4,6,4,6,6,17,5.12820512820513,13.6752136752137,56.4102564102564,24.7863247863248
151460005687,302,31,21,15,9,14,7,17,29,49,26,25,20,9,2,8,20,10.2649006622517,14.9006622516556,64.9006622516556,9.93377483443709
151460005688,7,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,71.4285714285714,28.5714285714286
151460005689,455,16,19,12,22,16,34,40,31,66,32,27,21,25,25,18,51,3.51648351648352,11.6483516483516,64.1758241758242,20.6593406593407
151460005690,121,10,10,4,3,4,3,20,16,19,11,4,4,3,2,0,8,8.26446280991736,14.0495867768595,69.4214876033058,8.26446280991736
151460005691,48,3,3,0,0,4,2,7,2,4,5,4,3,4,2,0,5,6.25,6.25,72.9166666666667,14.5833333333333
151460005692,304,12,12,10,11,13,15,7,15,24,16,26,20,19,27,37,40,3.94736842105263,10.8552631578947,50.9868421052632,34.2105263157895
151460005693,319,13,11,12,9,11,21,18,22,18,28,21,22,34,19,23,37,4.07523510971787,10.0313479623824,61.128526645768,24.7648902821317
151460005694,346,9,14,6,11,17,10,11,32,27,36,19,24,24,28,22,56,2.60115606936416,8.95953757225434,57.8034682080925,30.635838150289
151460005695,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,100
151460005696,80,5,5,1,2,6,7,6,5,9,7,5,7,2,5,3,5,6.25,10,67.5,16.25
151460005697,119,7,5,7,3,5,6,4,11,15,12,9,11,6,6,2,10,5.88235294117647,12.6050420168067,66.3865546218487,15.1260504201681
151460005698,339,22,14,9,14,9,25,30,36,32,30,14,18,19,13,11,43,6.48967551622419,10.9144542772861,62.8318584070796,19.76401179941
151460005699,162,3,8,2,9,9,7,6,14,16,22,21,8,11,6,10,10,1.85185185185185,11.7283950617284,70.3703703703704,16.0493827160494
151460005700,34,2,3,2,2,3,1,1,1,7,4,2,3,0,0,0,3,5.88235294117647,20.5882352941176,64.7058823529412,8.82352941176471
151460005701,112,2,7,2,2,3,7,7,7,12,8,5,7,11,5,5,22,1.78571428571429,9.82142857142857,59.8214285714286,28.5714285714286
151460005702,387,7,19,11,20,21,23,33,31,23,24,35,29,22,25,27,37,1.80878552971576,12.9198966408269,62.2739018087855,22.9974160206718
151460005703,391,20,16,13,16,16,20,29,38,34,38,24,21,20,15,25,46,5.1150895140665,11.5089514066496,61.381074168798,21.9948849104859
151460005704,349,12,7,12,10,11,15,18,21,23,22,14,24,33,32,35,60,3.43839541547278,8.30945558739255,51.8624641833811,36.3896848137536
151460005705,183,5,13,6,8,19,11,16,13,22,11,15,5,8,8,4,19,2.73224043715847,14.7540983606557,65.5737704918033,16.9398907103825
151460005706,376,22,15,12,24,15,18,23,28,35,36,25,22,21,24,26,30,5.85106382978723,13.563829787234,59.3085106382979,21.2765957446808
151460005707,516,33,23,23,25,21,34,43,56,65,50,36,23,13,18,15,38,6.3953488372093,13.7596899224806,66.0852713178295,13.7596899224806
151460005708,467,36,16,16,14,23,20,32,53,34,44,26,26,27,24,36,40,7.70877944325482,9.85010706638116,61.0278372591007,21.4132762312634
151460005709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
151460005710,453,20,24,20,26,19,27,34,33,31,37,36,22,25,23,31,45,4.41501103752759,15.4525386313466,58.2781456953642,21.8543046357616
151460005711,394,21,23,17,7,24,34,35,34,37,23,27,27,18,18,23,26,5.32994923857868,11.9289340101523,65.7360406091371,17.005076142132
151460005712,692,50,42,20,29,35,31,64,85,68,56,47,45,35,23,34,28,7.22543352601156,13.150289017341,67.3410404624277,12.2832369942197
151460005713,320,13,11,10,11,18,22,12,22,27,24,21,12,27,31,29,30,4.0625,10,57.8125,28.125
151460005714,380,17,16,14,10,15,25,23,16,33,29,27,17,23,22,34,59,4.47368421052632,10.5263157894737,54.7368421052632,30.2631578947368
151460005715,207,8,10,7,5,11,6,16,16,14,15,12,8,19,17,16,27,3.86473429951691,10.6280193236715,56.5217391304348,28.9855072463768
151460005716,143,12,8,7,6,6,5,19,14,18,11,11,7,6,4,3,6,8.39160839160839,14.6853146853147,67.8321678321678,9.09090909090909
151460005717,349,17,11,18,17,23,22,31,48,39,30,17,19,12,6,15,24,4.87106017191977,13.1805157593123,69.054441260745,12.8939828080229
151460005718,291,27,13,10,13,5,22,28,35,28,29,19,15,13,9,11,14,9.27835051546392,12.3711340206186,66.6666666666667,11.6838487972509
151460005719,295,22,17,15,8,10,14,14,35,33,22,25,18,17,10,14,21,7.45762711864407,13.5593220338983,63.728813559322,15.2542372881356
151460005720,374,23,23,15,11,17,12,24,30,31,29,31,25,36,18,24,25,6.14973262032086,13.1016042780749,62.8342245989305,17.9144385026738
151460005721,480,24,23,25,23,27,45,42,43,40,41,25,25,24,23,12,38,5,14.7916666666667,65,15.2083333333333
151460005722,471,30,30,26,12,15,31,56,47,45,41,24,14,26,22,18,34,6.36942675159236,14.4373673036093,63.4819532908705,15.7112526539278
151460005723,214,10,12,7,3,12,8,26,15,23,11,11,19,7,10,13,27,4.67289719626168,10.2803738317757,61.6822429906542,23.3644859813084
151460005724,306,31,17,9,16,25,20,31,33,27,20,14,13,11,3,10,26,10.1307189542484,13.7254901960784,63.3986928104575,12.7450980392157
151460005725,217,11,15,7,6,10,12,17,26,18,9,15,10,13,16,17,15,5.06912442396313,12.9032258064516,59.9078341013825,22.1198156682028
151460005726,382,39,29,15,13,18,30,38,43,56,27,16,12,7,10,10,19,10.2094240837696,14.9214659685864,64.6596858638744,10.2094240837696
151460005727,214,13,13,11,7,5,4,6,27,22,9,17,12,18,15,14,21,6.07476635514019,14.4859813084112,56.0747663551402,23.3644859813084
151460005728,170,16,10,6,4,3,7,21,30,22,9,7,7,3,9,8,8,9.41176470588235,11.7647058823529,64.1176470588235,14.7058823529412
151460005729,91,7,0,5,4,6,8,8,12,10,5,8,6,3,1,4,4,7.69230769230769,9.89010989010989,72.5274725274725,9.89010989010989
151460005730,292,10,15,9,3,9,9,16,16,24,15,12,16,16,32,34,56,3.42465753424658,9.24657534246575,45.5479452054795,41.7808219178082
151460005731,327,4,13,17,13,10,9,16,19,34,30,23,22,20,18,30,49,1.22324159021407,13.1498470948012,55.9633027522936,29.6636085626911
151460005732,364,12,11,14,13,13,11,19,28,31,36,23,19,25,23,32,54,3.2967032967033,10.4395604395604,56.3186813186813,29.9450549450549
151460005733,253,11,17,8,5,13,7,12,11,25,26,14,8,10,15,20,51,4.34782608695652,11.8577075098814,49.802371541502,33.9920948616601
151460005734,310,9,17,11,10,5,8,11,18,38,18,12,9,15,33,37,59,2.90322580645161,12.258064516129,43.2258064516129,41.6129032258065
151460005735,337,20,13,12,23,14,11,23,22,25,26,27,26,18,23,16,38,5.93471810089021,14.2433234421365,56.973293768546,22.8486646884273
151460005736,65,2,1,1,1,5,5,7,5,2,4,5,4,4,6,5,8,3.07692307692308,4.61538461538462,63.0769230769231,29.2307692307692
151460005737,359,27,18,9,12,16,18,18,28,28,25,30,19,16,17,26,52,7.52089136490251,10.8635097493036,55.1532033426184,26.4623955431755
151460005738,74,1,3,4,2,2,1,7,10,4,6,4,6,5,6,4,9,1.35135135135135,12.1621621621622,60.8108108108108,25.6756756756757
151460005739,91,2,3,6,2,4,5,8,6,7,3,9,8,5,6,6,11,2.1978021978022,12.0879120879121,60.4395604395604,25.2747252747253
151460005740,183,10,8,4,2,5,11,25,36,19,16,12,8,7,7,5,8,5.46448087431694,7.65027322404372,75.9562841530055,10.9289617486339
151460005741,127,11,7,10,5,2,5,6,14,16,14,7,8,6,5,7,4,8.66141732283465,17.3228346456693,61.4173228346457,12.5984251968504
151460005742,136,6,11,11,11,2,6,4,9,16,18,12,2,5,6,6,11,4.41176470588235,24.2647058823529,54.4117647058823,16.9117647058824
151460005743,240,26,6,8,9,3,16,31,33,28,11,6,15,14,14,7,13,10.8333333333333,9.58333333333333,65.4166666666667,14.1666666666667
151460005744,428,18,21,28,20,33,19,34,48,50,48,33,23,14,14,9,16,4.20560747663551,16.1214953271028,70.5607476635514,9.11214953271028
151460005745,367,12,13,18,22,23,20,14,24,29,31,22,28,17,12,31,51,3.26975476839237,14.441416893733,56.6757493188011,25.6130790190736
151460005746,278,17,12,11,12,10,12,27,24,21,27,14,11,12,10,32,26,6.11510791366907,12.589928057554,56.8345323741007,24.4604316546763
151460005747,127,10,8,1,3,3,4,15,18,14,14,7,6,7,5,6,6,7.8740157480315,9.44881889763779,69.2913385826772,13.3858267716535
151460005748,136,3,8,4,5,7,4,8,16,13,10,7,9,10,7,12,13,2.20588235294118,12.5,61.7647058823529,23.5294117647059
151460005749,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100
151460005750,40,0,1,1,1,2,0,0,5,0,6,2,2,5,5,5,5,0,7.5,55,37.5
151460005751,120,4,4,5,4,7,5,6,10,11,7,11,3,9,8,8,18,3.33333333333333,10.8333333333333,57.5,28.3333333333333
151460005752,64,0,2,4,3,5,3,5,4,6,7,7,4,3,1,1,9,0,14.0625,68.75,17.1875
151460005753,521,34,37,21,18,24,34,43,44,57,38,30,37,16,14,24,50,6.52591170825336,14.5873320537428,61.9961612284069,16.8905950095969
151460005754,203,12,8,7,6,13,12,19,22,29,21,14,8,6,6,6,14,5.91133004926108,10.3448275862069,70.935960591133,12.807881773399
151460005755,121,10,9,4,4,6,8,13,12,11,8,4,6,5,6,4,11,8.26446280991736,14.0495867768595,60.3305785123967,17.3553719008264
151460005756,294,12,13,15,14,14,17,26,28,24,29,8,10,13,17,13,41,4.08163265306122,14.2857142857143,57.4829931972789,24.1496598639456
