SEZ2011,P1,ST1,ST2,%ST,FST,%MST,ST9,ST10,ST11,ST12,ST13,%STCONTEU,%STCONTAF,%STCONTAM,%STCONTAS,%STCONTOC,PF1,DMFAM,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,RES1,RES2,RES3,ST1,ST2,ST3,ST/RES1,ST/RES2,ST/RES3
151460002925.00000000,249,11,4,4.41767068273092,7,63.6363636363636,4,2,0,5,0,36.3636363636364,18.1818181818182,0,45.4545454545455,0,141,1.76595744680851,6,5,2,4,4,12,10,12,16,17,6,7,13,26,45,64,33,61,155,5,6,0,15.1515151515152,9.83606557377049,0
151460002926.00000000,211,58,25,27.4881516587678,33,56.8965517241379,9,3,30,16,0,15.5172413793103,5.17241379310345,51.7241379310345,27.5862068965517,0,121,1.74380165289256,9,2,8,9,7,19,15,17,18,20,9,13,11,8,9,37,54,79,78,25,30,3,46.2962962962963,37.9746835443038,3.84615384615385
151460002928.00000000,471,10,3,2.12314225053079,7,70,4,0,5,1,0,40,0,50,10,0,223,2.11210762331839,13,21,27,16,10,10,14,20,30,37,22,13,33,49,63,93,97,123,251,5,4,1,5.15463917525773,3.2520325203252,0.398406374501992
151460002929.00000000,172,11,6,6.3953488372093,5,45.4545454545455,6,5,0,0,0,54.5454545454546,45.4545454545455,0,0,0,96,1.79166666666667,6,2,3,3,8,11,8,13,14,15,7,7,12,11,12,40,33,57,82,3,6,2,9.09090909090909,10.5263157894737,2.4390243902439
151460002930.00000000,267,6,1,2.24719101123596,5,83.3333333333333,4,1,1,0,0,66.6666666666667,16.6666666666667,16.6666666666667,0,0,131,2.0381679389313,6,8,2,1,7,12,21,11,25,16,11,9,26,30,37,45,36,84,147,1,5,0,2.77777777777778,5.95238095238095,0
151460002931.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460002932.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460002933.00000000,422,36,17,8.53080568720379,19,52.7777777777778,11,5,7,13,0,30.5555555555556,13.8888888888889,19.4444444444444,36.1111111111111,0,201,2.09950248756219,27,28,16,9,20,27,26,46,49,40,25,20,16,18,22,33,127,186,109,16,15,5,12.5984251968504,8.06451612903226,4.58715596330275
151460002934.00000000,244,42,22,17.2131147540984,20,47.6190476190476,7,0,20,15,0,16.6666666666667,0,47.6190476190476,35.7142857142857,0,119,2.05042016806723,9,11,4,9,18,18,11,15,21,22,11,13,15,18,21,28,69,80,95,24,16,2,34.7826086956522,20,2.10526315789474
151460002935.00000000,306,79,38,25.8169934640523,41,51.8987341772152,6,7,13,53,0,7.59493670886076,8.86075949367089,16.4556962025316,67.0886075949367,0,162,1.88888888888889,11,18,13,19,12,17,24,28,39,27,9,6,17,17,17,32,90,127,89,36,39,4,40,30.7086614173228,4.49438202247191
151460002936.00000000,338,41,16,12.1301775147929,25,60.9756097560976,6,9,12,14,0,14.6341463414634,21.9512195121951,29.2682926829268,34.1463414634146,0,175,1.93142857142857,19,16,14,14,9,30,32,22,33,32,15,20,21,15,10,36,102,134,102,17,23,1,16.6666666666667,17.1641791044776,0.980392156862745
151460002937.00000000,362,31,12,8.56353591160221,19,61.2903225806452,6,2,10,13,0,19.3548387096774,6.45161290322581,32.258064516129,41.9354838709677,0,195,1.85641025641026,18,11,11,16,10,17,25,29,28,33,35,28,26,18,12,45,83,150,129,7,21,3,8.43373493975904,14,2.32558139534884
151460002938.00000000,286,108,55,37.7622377622378,53,49.0740740740741,3,34,26,45,0,2.77777777777778,31.4814814814815,24.0740740740741,41.6666666666667,0,145,1.97241379310345,23,13,22,7,9,16,26,36,42,27,13,7,9,11,5,20,90,144,52,43,60,5,47.7777777777778,41.6666666666667,9.61538461538462
151460002939.00000000,223,46,23,20.627802690583,23,50,10,4,10,22,0,21.7391304347826,8.69565217391304,21.7391304347826,47.8260869565217,0,126,1.76984126984127,8,3,6,5,12,16,22,25,21,23,13,14,7,10,18,20,50,104,69,13,32,1,26,30.7692307692308,1.44927536231884
151460002940.00000000,389,97,46,24.9357326478149,51,52.5773195876289,14,18,8,57,0,14.4329896907217,18.5567010309278,8.24742268041237,58.7628865979381,0,197,1.9746192893401,19,17,18,11,12,38,36,41,46,26,22,26,18,11,20,28,115,171,103,34,53,10,29.5652173913043,30.9941520467836,9.70873786407767
151460002941.00000000,338,64,34,18.9349112426036,30,46.875,6,5,8,45,0,9.375,7.8125,12.5,70.3125,0,187,1.80748663101604,15,14,12,9,10,18,27,18,27,26,27,15,24,19,18,59,78,125,135,28,35,1,35.8974358974359,28,0.740740740740741
151460002942.00000000,245,43,22,17.5510204081633,21,48.8372093023256,5,9,4,25,0,11.6279069767442,20.9302325581395,9.30232558139535,58.1395348837209,0,125,1.96,8,12,5,6,17,17,8,19,15,15,19,16,14,8,18,48,65,76,104,20,19,4,30.7692307692308,25,3.84615384615385
151460002943.00000000,336,36,15,10.7142857142857,21,58.3333333333333,11,3,6,16,0,30.5555555555556,8.33333333333333,16.6666666666667,44.4444444444444,0,198,1.6969696969697,12,11,4,11,16,18,29,31,26,31,19,16,19,25,22,46,72,136,128,12,18,6,16.6666666666667,13.2352941176471,4.6875
151460002944.00000000,424,193,97,45.5188679245283,96,49.740932642487,4,37,32,120,0,2.07253886010363,19.1709844559586,16.580310880829,62.1761658031088,0,225,1.88444444444444,27,23,10,16,21,35,26,41,43,38,36,19,12,16,22,39,132,184,108,86,96,11,65.1515151515152,52.1739130434783,10.1851851851852
151460002945.00000000,188,42,21,22.3404255319149,21,50,15,1,3,23,0,35.7142857142857,2.38095238095238,7.14285714285714,54.7619047619048,0,101,1.86138613861386,5,8,8,5,8,15,13,13,18,13,17,8,12,15,11,19,49,74,65,14,26,2,28.5714285714286,35.1351351351351,3.07692307692308
151460002946.00000000,343,86,45,25.0728862973761,41,47.6744186046512,5,29,22,30,0,5.81395348837209,33.7209302325581,25.5813953488372,34.8837209302326,0,176,1.94886363636364,17,8,11,11,10,22,35,32,27,36,21,14,20,16,18,45,79,151,113,33,48,5,41.7721518987342,31.7880794701987,4.42477876106195
151460002947.00000000,473,228,117,48.2029598308668,111,48.6842105263158,14,32,18,164,0,6.14035087719298,14.0350877192982,7.89473684210526,71.9298245614035,0,235,2.01276595744681,22,31,19,19,23,40,47,44,58,40,28,26,13,12,16,35,154,217,102,95,115,18,61.6883116883117,52.9953917050691,17.6470588235294
151460002948.00000000,321,45,22,14.018691588785,23,51.1111111111111,7,12,6,20,0,15.5555555555556,26.6666666666667,13.3333333333333,44.4444444444444,0,172,1.86627906976744,11,11,14,7,12,20,35,29,22,26,20,20,30,13,19,32,75,132,114,12,25,8,16,18.9393939393939,7.01754385964912
151460002949.00000000,309,81,38,26.2135922330097,43,53.0864197530864,8,44,17,12,0,9.87654320987654,54.320987654321,20.9876543209877,14.8148148148148,0,138,2.23913043478261,30,30,14,9,11,23,17,21,18,22,17,23,13,10,21,30,117,95,97,43,32,6,36.7521367521367,33.6842105263158,6.18556701030928
151460002950.00000000,155,38,15,24.5161290322581,23,60.5263157894737,2,2,8,26,0,5.26315789473684,5.26315789473684,21.0526315789474,68.421052631579,0,84,1.8452380952381,8,3,9,3,3,9,13,27,10,10,12,9,11,4,8,16,35,72,48,11,23,4,31.4285714285714,31.9444444444444,8.33333333333333
151460002951.00000000,218,117,59,53.6697247706422,58,49.5726495726496,5,53,29,30,0,4.27350427350427,45.2991452991453,24.7863247863248,25.6410256410256,0,94,2.31914893617021,19,22,13,9,8,14,21,23,26,21,10,11,10,4,5,2,85,101,32,54,54,9,63.5294117647059,53.4653465346535,28.125
151460002952.00000000,169,63,37,37.2781065088757,26,41.2698412698413,13,21,20,9,0,20.6349206349206,33.3333333333333,31.7460317460317,14.2857142857143,0,73,2.31506849315068,19,12,10,12,5,6,19,20,21,11,10,6,5,4,2,7,64,81,24,26,34,3,40.625,41.9753086419753,12.5
151460002953.00000000,209,62,25,29.6650717703349,37,59.6774193548387,10,17,27,8,0,16.1290322580645,27.4193548387097,43.5483870967742,12.9032258064516,0,113,1.84955752212389,10,10,6,12,14,10,5,9,16,22,18,14,12,10,8,33,62,70,77,35,21,6,56.4516129032258,30,7.79220779220779
151460002954.00000000,217,55,20,25.3456221198157,35,63.6363636363636,9,11,15,20,0,16.3636363636364,20,27.2727272727273,36.3636363636364,0,98,2.21428571428571,11,18,13,5,20,4,7,16,13,18,12,14,11,9,15,31,71,66,80,24,21,10,33.8028169014084,31.8181818181818,12.5
151460002955.00000000,236,46,19,19.4915254237288,27,58.695652173913,3,17,18,8,0,6.52173913043478,36.9565217391304,39.1304347826087,17.3913043478261,0,112,2.10714285714286,6,12,14,21,11,6,12,14,25,26,17,15,12,8,20,17,70,94,72,17,24,5,24.2857142857143,25.531914893617,6.94444444444444
151460002956.00000000,110,17,5,15.4545454545455,12,70.5882352941177,0,12,5,0,0,0,70.5882352941177,29.4117647058823,0,0,48,2.29166666666667,0,5,9,7,7,3,6,9,12,9,5,6,5,10,6,11,31,41,38,7,7,3,22.5806451612903,17.0731707317073,7.89473684210526
151460002957.00000000,142,32,16,22.5352112676056,16,50,6,9,11,6,0,18.75,28.125,34.375,18.75,0,86,1.65116279069767,7,5,2,3,8,9,7,12,20,19,2,4,7,7,7,23,34,60,48,17,14,1,50,23.3333333333333,2.08333333333333
151460002958.00000000,40,5,4,12.5,1,20,2,0,1,2,0,40,0,20,40,0,12,3.33333333333333,0,0,0,0,0,1,2,1,0,3,1,2,2,2,2,24,1,7,32,1,3,1,100,42.8571428571429,3.125
151460002959.00000000,8,6,3,75,3,50,0,0,6,0,0,0,0,100,0,0,4,2,1,1,0,1,0,2,1,0,2,0,0,0,0,0,0,0,5,3,0,4,2,0,80,66.6666666666667,#DIV/0!
151460002960.00000000,147,7,3,4.76190476190476,4,57.1428571428571,2,4,0,1,0,28.5714285714286,57.1428571428571,0,14.2857142857143,0,95,1.54736842105263,2,1,1,2,5,2,2,4,7,4,16,10,16,15,16,44,13,33,101,0,5,2,0,15.1515151515152,1.98019801980198
151460002961.00000000,110,5,3,4.54545454545455,2,40,0,5,0,0,0,0,100,0,0,0,73,1.50684931506849,1,2,2,1,3,6,3,3,3,13,7,7,11,10,6,32,15,29,66,3,2,0,20,6.89655172413793,0
151460002962.00000000,98,17,9,17.3469387755102,8,47.0588235294118,1,10,5,1,0,5.88235294117647,58.8235294117647,29.4117647058823,5.88235294117647,0,33,2.96969696969697,2,5,9,4,12,7,7,2,15,4,9,7,6,2,3,4,39,37,22,9,5,3,23.0769230769231,13.5135135135135,13.6363636363636
151460002963.00000000,12,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,6,2,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,6,1,1,10,0,0,0,0,0,0
151460002964.00000000,185,80,38,43.2432432432432,42,52.5,13,25,34,8,0,16.25,31.25,42.5,10,0,120,1.54166666666667,9,6,6,5,9,17,26,21,21,15,16,12,5,5,0,12,52,99,34,24,50,6,46.1538461538462,50.5050505050505,17.6470588235294
151460002965.00000000,438,21,7,4.79452054794521,14,66.6666666666667,7,5,0,9,0,33.3333333333333,23.8095238095238,0,42.8571428571429,0,221,1.98190045248869,20,17,9,8,12,18,19,52,40,29,19,21,30,43,51,50,84,159,195,9,12,0,10.7142857142857,7.54716981132076,0
151460002966.00000000,123,24,11,19.5121951219512,13,54.1666666666667,7,3,3,11,0,29.1666666666667,12.5,12.5,45.8333333333333,0,66,1.86363636363636,8,8,3,6,1,10,15,14,22,7,8,5,6,5,2,3,36,66,21,6,17,1,16.6666666666667,25.7575757575758,4.76190476190476
151460002967.00000000,328,48,22,14.6341463414634,26,54.1666666666667,9,6,19,14,0,18.75,12.5,39.5833333333333,29.1666666666667,0,178,1.84269662921348,9,12,10,17,12,23,24,33,32,20,22,19,26,18,16,35,83,131,114,18,24,6,21.6867469879518,18.3206106870229,5.26315789473684
151460002968.00000000,435,51,24,11.7241379310345,27,52.9411764705882,18,16,10,7,0,35.2941176470588,31.3725490196078,19.6078431372549,13.7254901960784,0,251,1.73306772908367,32,16,7,10,19,32,30,51,47,28,26,15,11,21,29,61,116,182,137,27,21,3,23.2758620689655,11.5384615384615,2.18978102189781
151460002969.00000000,414,85,44,20.5314009661836,41,48.2352941176471,18,21,6,40,0,21.1764705882353,24.7058823529412,7.05882352941176,47.0588235294118,0,231,1.79220779220779,24,11,8,5,25,36,55,58,41,37,24,14,14,22,13,27,109,215,90,32,48,5,29.3577981651376,22.3255813953488,5.55555555555556
151460002970.00000000,222,7,1,3.15315315315315,6,85.7142857142857,3,0,4,0,0,42.8571428571429,0,57.1428571428571,0,0,127,1.74803149606299,7,4,4,6,2,3,14,16,15,14,11,11,32,32,26,25,26,70,126,0,5,2,0,7.14285714285714,1.58730158730159
151460002971.00000000,269,8,2,2.97397769516729,6,75,3,0,5,0,0,37.5,0,62.5,0,0,106,2.5377358490566,3,9,18,22,16,19,11,8,12,19,27,34,27,23,10,11,87,77,105,3,5,0,3.44827586206897,6.49350649350649,0
151460002972.00000000,249,1,0,0.401606425702811,1,100,0,0,1,0,0,0,0,100,0,0,100,2.49,3,9,9,10,32,15,7,13,10,19,32,33,20,11,10,16,78,81,90,1,0,0,1.28205128205128,0,0
151460002973.00000000,557,59,21,10.5924596050269,38,64.406779661017,26,1,17,15,0,44.0677966101695,1.69491525423729,28.8135593220339,25.4237288135593,0,258,2.15891472868217,32,20,8,21,23,38,45,57,48,39,32,35,44,37,32,46,142,221,194,24,33,2,16.9014084507042,14.9321266968326,1.03092783505155
151460002974.00000000,197,22,12,11.1675126903553,10,45.4545454545455,6,1,3,12,0,27.2727272727273,4.54545454545455,13.6363636363636,54.5454545454546,0,102,1.93137254901961,6,6,4,8,7,3,15,21,17,11,6,10,16,11,27,29,34,70,93,6,15,1,17.6470588235294,21.4285714285714,1.0752688172043
151460002975.00000000,187,18,9,9.62566844919786,9,50,1,0,6,11,0,5.55555555555556,0,33.3333333333333,61.1111111111111,0,94,1.98936170212766,7,4,7,5,8,11,17,12,18,12,9,7,16,8,21,25,42,68,77,8,10,0,19.047619047619,14.7058823529412,0
151460002976.00000000,415,29,15,6.98795180722892,14,48.2758620689655,7,1,10,11,0,24.1379310344828,3.44827586206897,34.4827586206897,37.9310344827586,0,217,1.91244239631336,13,11,16,12,13,25,24,30,26,31,35,28,22,31,26,72,90,146,179,12,15,2,13.3333333333333,10.2739726027397,1.11731843575419
151460002977.00000000,144,7,3,4.86111111111111,4,57.1428571428571,3,0,3,1,0,42.8571428571429,0,42.8571428571429,14.2857142857143,0,74,1.94594594594595,5,4,5,4,3,5,10,19,11,8,10,9,7,12,14,18,26,58,60,2,3,2,7.69230769230769,5.17241379310345,3.33333333333333
151460002978.00000000,364,25,9,6.86813186813187,16,64,13,0,5,7,0,52,0,20,28,0,200,1.82,14,21,7,3,9,18,23,35,46,20,29,17,11,23,27,61,72,153,139,5,20,0,6.94444444444444,13.0718954248366,0
151460002979.00000000,316,27,11,8.54430379746835,16,59.2592592592593,10,2,14,1,0,37.037037037037,7.40740740740741,51.8518518518519,3.7037037037037,0,163,1.93865030674847,10,9,10,7,11,12,17,25,23,19,17,19,22,21,32,62,59,101,156,9,15,3,15.2542372881356,14.8514851485149,1.92307692307692
151460002980.00000000,172,1,0,0.581395348837209,1,100,1,0,0,0,0,100,0,0,0,0,84,2.04761904761905,7,6,2,4,7,11,6,9,13,9,9,21,9,8,14,37,37,46,89,0,1,0,0,2.17391304347826,0
151460002981.00000000,77,4,2,5.1948051948052,2,50,3,0,1,0,0,75,0,25,0,0,35,2.2,4,0,6,2,2,1,5,7,4,3,5,5,7,6,10,10,15,24,38,1,3,0,6.66666666666667,12.5,0
151460002982.00000000,288,42,22,14.5833333333333,20,47.6190476190476,0,10,11,21,0,0,23.8095238095238,26.1904761904762,50,0,126,2.28571428571429,8,11,6,21,24,16,14,7,18,29,21,25,14,14,21,39,86,89,113,17,16,9,19.7674418604651,17.9775280898876,7.9646017699115
151460002983.00000000,313,44,20,14.0575079872204,24,54.5454545454546,2,17,7,18,0,4.54545454545455,38.6363636363636,15.9090909090909,40.9090909090909,0,162,1.9320987654321,13,11,10,13,13,26,11,14,22,23,20,23,17,15,19,63,86,90,137,21,17,6,24.4186046511628,18.8888888888889,4.37956204379562
151460002984.00000000,212,37,13,17.4528301886792,24,64.8648648648649,6,21,8,2,0,16.2162162162162,56.7567567567568,21.6216216216216,5.40540540540541,0,104,2.03846153846154,14,11,9,16,7,9,8,12,18,11,15,16,18,14,11,23,66,64,82,14,18,5,21.2121212121212,28.125,6.09756097560976
151460002985.00000000,167,28,11,16.7664670658683,17,60.7142857142857,2,16,3,7,0,7.14285714285714,57.1428571428571,10.7142857142857,25,0,92,1.81521739130435,10,2,3,7,7,10,8,7,16,13,16,13,9,8,9,29,39,60,68,14,12,2,35.8974358974359,20,2.94117647058824
151460002986.00000000,286,77,37,26.9230769230769,40,51.948051948052,13,20,16,28,0,16.8831168831169,25.974025974026,20.7792207792208,36.3636363636364,0,172,1.66279069767442,9,12,15,8,7,26,29,19,24,25,20,13,8,15,14,42,77,117,92,39,36,2,50.6493506493507,30.7692307692308,2.17391304347826
151460002987.00000000,289,7,1,2.42214532871972,6,85.7142857142857,2,1,4,0,0,28.5714285714286,14.2857142857143,57.1428571428571,0,0,134,2.15671641791045,11,13,14,8,7,7,11,16,19,18,8,15,13,26,50,53,60,72,157,0,5,2,0,6.94444444444444,1.27388535031847
151460002988.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460002989.00000000,62,9,5,14.5161290322581,4,44.4444444444444,1,4,1,3,0,11.1111111111111,44.4444444444444,11.1111111111111,33.3333333333333,0,36,1.72222222222222,5,1,4,2,3,4,9,7,13,4,2,1,1,0,1,5,19,35,8,5,4,0,26.3157894736842,11.4285714285714,0
151460002990.00000000,185,69,44,37.2972972972973,25,36.231884057971,12,31,19,7,0,17.3913043478261,44.9275362318841,27.536231884058,10.1449275362319,0,99,1.86868686868687,15,5,2,9,14,11,24,22,25,17,14,9,3,4,3,8,56,102,27,24,40,5,42.8571428571429,39.2156862745098,18.5185185185185
151460002991.00000000,198,12,4,6.06060606060606,8,66.6666666666667,5,7,0,0,0,41.6666666666667,58.3333333333333,0,0,0,105,1.88571428571429,7,7,4,3,7,7,10,11,11,6,5,13,18,20,18,51,35,43,120,7,5,0,20,11.6279069767442,0
151460002992.00000000,163,3,1,1.84049079754601,2,66.6666666666667,0,0,0,3,0,0,0,0,100,0,91,1.79120879120879,4,1,2,2,3,10,7,8,6,14,9,12,5,5,16,59,22,44,97,1,2,0,4.54545454545455,4.54545454545455,0
151460002993.00000000,132,11,4,8.33333333333333,7,63.6363636363636,4,2,2,3,0,36.3636363636364,18.1818181818182,18.1818181818182,27.2727272727273,0,75,1.76,4,4,8,1,4,7,7,6,11,11,9,4,7,5,4,40,28,44,60,3,8,0,10.7142857142857,18.1818181818182,0
151460002994.00000000,203,15,5,7.38916256157636,10,66.6666666666667,8,1,1,5,0,53.3333333333333,6.66666666666667,6.66666666666667,33.3333333333333,0,104,1.95192307692308,10,6,13,5,4,7,8,6,24,11,10,9,4,5,15,66,45,59,99,4,9,2,8.88888888888889,15.2542372881356,2.02020202020202
151460002995.00000000,209,33,15,15.7894736842105,18,54.5454545454546,7,5,8,13,0,21.2121212121212,15.1515151515152,24.2424242424242,39.3939393939394,0,108,1.93518518518519,5,8,9,7,7,6,11,11,14,18,8,16,8,10,16,55,42,62,105,12,17,4,28.5714285714286,27.4193548387097,3.80952380952381
151460002996.00000000,2,1,0,50,1,100,0,0,1,0,0,0,0,100,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,#DIV/0!,#DIV/0!,50
151460002997.00000000,390,31,9,7.94871794871795,22,70.9677419354839,9,6,16,0,0,29.0322580645161,19.3548387096774,51.6129032258065,0,0,196,1.98979591836735,18,17,15,6,9,15,14,28,33,28,16,27,21,16,26,101,80,119,191,11,13,7,13.75,10.9243697478992,3.66492146596859
151460002998.00000000,259,26,11,10.03861003861,15,57.6923076923077,6,1,9,10,0,23.0769230769231,3.84615384615385,34.6153846153846,38.4615384615385,0,140,1.85,5,8,10,7,6,7,16,13,19,18,17,14,9,18,20,72,43,83,133,7,15,4,16.2790697674419,18.0722891566265,3.00751879699248
151460002999.00000000,132,36,17,27.2727272727273,19,52.7777777777778,6,22,3,5,0,16.6666666666667,61.1111111111111,8.33333333333333,13.8888888888889,0,51,2.58823529411765,12,10,10,2,8,5,2,7,8,7,11,11,11,7,10,11,47,35,50,23,13,0,48.936170212766,37.1428571428571,0
151460003000.00000000,212,17,3,8.0188679245283,14,82.3529411764706,4,1,12,0,0,23.5294117647059,5.88235294117647,70.5882352941177,0,0,100,2.12,9,11,6,7,8,12,10,13,22,18,13,17,15,9,23,19,53,76,83,8,8,1,15.0943396226415,10.5263157894737,1.20481927710843
151460003001.00000000,138,19,11,13.768115942029,8,42.1052631578947,2,0,4,13,0,10.5263157894737,0,21.0526315789474,68.421052631579,0,72,1.91666666666667,6,0,2,12,8,10,3,12,10,9,14,7,8,7,5,25,38,48,52,10,9,0,26.3157894736842,18.75,0
151460003002.00000000,61,1,0,1.63934426229508,1,100,0,0,1,0,0,0,0,100,0,0,37,1.64864864864865,2,0,1,3,0,4,4,5,5,1,5,4,3,4,5,15,10,20,31,0,1,0,0,5,0
151460003003.00000000,286,25,11,8.74125874125874,14,56,3,14,4,4,0,12,56,16,16,0,140,2.04285714285714,6,8,11,9,12,8,9,12,16,15,19,19,26,31,17,68,54,71,161,13,11,1,24.0740740740741,15.4929577464789,0.62111801242236
151460003004.00000000,202,3,0,1.48514851485149,3,100,3,0,0,0,0,100,0,0,0,0,103,1.96116504854369,1,8,7,6,5,8,11,5,14,20,7,12,21,23,19,35,35,57,110,0,3,0,0,5.26315789473684,0
151460003005.00000000,9,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3,3,0,0,0,0,1,0,1,0,0,1,0,3,3,0,0,0,1,2,6,0,0,0,0,0,0
151460003007.00000000,2,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,#DIV/0!,0,0
151460003008.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460003009.00000000,8,1,0,12.5,1,100,0,0,1,0,0,0,0,100,0,0,3,2.66666666666667,1,0,0,0,3,1,1,0,1,0,1,0,0,0,0,0,5,3,0,0,1,0,0,33.3333333333333,#DIV/0!
151460003011.00000000,3,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,#DIV/0!
151460003012.00000000,1,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,#DIV/0!,#DIV/0!,0
151460003013.00000000,498,23,8,4.61847389558233,15,65.2173913043478,14,1,1,7,0,60.8695652173913,4.34782608695652,4.34782608695652,30.4347826086957,0,213,2.33802816901408,15,15,26,46,19,33,21,23,41,58,45,43,44,26,12,31,154,188,156,10,11,2,6.49350649350649,5.85106382978723,1.28205128205128
151460003014.00000000,205,11,3,5.36585365853659,8,72.7272727272727,1,0,3,7,0,9.09090909090909,0,27.2727272727273,63.6363636363636,0,96,2.13541666666667,4,6,8,16,7,2,7,18,9,15,23,19,24,9,11,27,43,72,90,2,6,3,4.65116279069768,8.33333333333333,3.33333333333333
151460003015.00000000,277,7,4,2.52707581227437,3,42.8571428571429,2,0,0,5,0,28.5714285714286,0,0,71.4285714285714,0,114,2.42982456140351,11,5,5,7,15,24,12,16,13,12,15,28,44,38,16,16,67,68,142,5,2,0,7.46268656716418,2.94117647058824,0
151460003016.00000000,278,1,0,0.359712230215827,1,100,0,0,0,1,0,0,0,0,100,0,115,2.41739130434783,9,11,5,8,12,18,21,10,24,14,22,37,27,26,17,17,63,91,124,0,1,0,0,1.0989010989011,0
151460003017.00000000,20,7,4,35,3,42.8571428571429,0,0,0,7,0,0,0,0,100,0,7,2.85714285714286,2,3,1,2,1,0,2,1,1,1,3,1,0,0,1,1,9,8,3,2,3,2,22.2222222222222,37.5,66.6666666666667
151460003018.00000000,170,4,1,2.35294117647059,3,75,0,0,1,3,0,0,0,25,75,0,69,2.46376811594203,4,8,7,15,10,10,8,8,5,24,26,4,12,3,12,14,54,71,45,1,3,0,1.85185185185185,4.22535211267606,0
151460003019.00000000,332,15,8,4.51807228915663,7,46.6666666666667,1,2,2,10,0,6.66666666666667,13.3333333333333,13.3333333333333,66.6666666666667,0,169,1.96449704142012,9,7,6,6,17,15,18,22,19,13,17,33,43,40,34,33,60,89,183,6,7,2,10,7.86516853932584,1.09289617486339
151460003020.00000000,200,1,1,0.5,0,0,0,0,1,0,0,0,0,100,0,0,79,2.53164556962025,2,6,8,19,10,11,9,9,18,22,13,18,25,18,5,7,56,71,73,0,1,0,0,1.40845070422535,0
151460003021.00000000,211,6,3,2.8436018957346,3,50,0,0,5,1,0,0,0,83.3333333333333,16.6666666666667,0,86,2.45348837209302,10,4,7,19,12,9,2,12,10,27,20,20,21,13,14,11,61,71,79,3,3,0,4.91803278688525,4.22535211267606,0
151460003022.00000000,189,5,1,2.64550264550265,4,80,2,1,2,0,0,40,20,40,0,0,77,2.45454545454545,9,8,5,12,10,7,7,6,19,16,19,13,17,10,14,17,51,67,71,1,4,0,1.96078431372549,5.97014925373134,0
151460003023.00000000,425,9,2,2.11764705882353,7,77.7777777777778,5,0,0,4,0,55.5555555555556,0,0,44.4444444444444,0,166,2.56024096385542,17,18,27,34,29,19,18,27,41,48,56,28,34,7,12,10,144,190,91,1,6,2,0.694444444444444,3.15789473684211,2.1978021978022
151460003024.00000000,480,13,5,2.70833333333333,8,61.5384615384615,7,0,3,3,0,53.8461538461539,0,23.0769230769231,23.0769230769231,0,205,2.34146341463415,26,28,32,21,12,12,22,39,55,39,37,35,35,30,30,27,131,192,157,3,10,0,2.29007633587786,5.20833333333333,0
151460003025.00000000,228,9,3,3.94736842105263,6,66.6666666666667,4,3,2,0,0,44.4444444444444,33.3333333333333,22.2222222222222,0,0,103,2.21359223300971,6,7,19,13,12,8,4,8,13,29,42,17,18,11,12,9,65,96,67,3,6,0,4.61538461538462,6.25,0
