SEZ2011,P1,ST1,ST2,%ST,FST,%MST,ST9,ST10,ST11,ST12,ST13,%STCONTEU,%STCONTAF,%STCONTAM,%STCONTAS,%STCONTOC,PF1,DMFAM,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,RES1,RES2,RES3,ST1,ST2,ST3,ST/RES1,ST/RES2,ST/RES3
151460003028.00000000,9,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,4.5,0,0,2,2,1,0,0,1,0,1,1,1,0,0,0,0,5,3,1,0,0,0,0,0,0
151460003029.00000000,3,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
151460003031.00000000,2,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,#DIV/0!,0,0
151460003032.00000000,19,5,4,26.3157894736842,1,20,2,0,3,0,0,40,0,60,0,0,13,1.46153846153846,1,1,0,0,1,0,1,3,3,4,0,1,0,0,2,2,3,11,5,2,3,0,66.6666666666667,27.2727272727273,0
151460003033.00000000,6,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,3,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,1,0,2,4,0,0,0,#DIV/0!,0,0
151460003038.00000000,39,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,20,1.95,3,0,1,5,1,0,0,3,7,4,1,4,1,2,2,5,10,15,14,0,0,0,0,0,0
151460003039.00000000,155,64,36,41.2903225806452,28,43.75,0,31,18,15,0,0,48.4375,28.125,23.4375,0,45,3.44444444444444,12,20,14,11,14,5,6,16,13,12,9,12,3,1,3,4,76,56,23,39,23,2,51.3157894736842,41.0714285714286,8.69565217391304
151460003040.00000000,546,36,21,6.59340659340659,15,41.6666666666667,9,11,5,11,0,25,30.5555555555556,13.8888888888889,30.5555555555556,0,217,2.51612903225806,28,42,40,29,29,16,25,39,62,60,46,32,31,22,15,30,184,232,130,11,22,3,5.97826086956522,9.48275862068966,2.30769230769231
151460003041.00000000,5,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,2.5,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0
151460003042.00000000,24,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,6,4,3,1,1,2,4,1,0,1,1,5,1,1,0,1,1,1,12,8,4,0,0,0,0,0,0
151460003043.00000000,117,21,9,17.948717948718,12,57.1428571428571,7,10,1,3,0,33.3333333333333,47.6190476190476,4.76190476190476,14.2857142857143,0,59,1.98305084745763,2,6,7,8,4,5,1,6,8,12,9,7,3,2,18,19,32,36,49,9,11,1,28.125,30.5555555555556,2.04081632653061
151460003044.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460003045.00000000,294,42,17,14.2857142857143,25,59.5238095238095,0,15,5,22,0,0,35.7142857142857,11.9047619047619,52.3809523809524,0,139,2.11510791366906,10,13,11,11,12,8,14,11,23,27,16,13,10,19,37,59,65,91,138,25,15,2,38.4615384615385,16.4835164835165,1.44927536231884
151460003046.00000000,144,17,8,11.8055555555556,9,52.9411764705882,0,0,0,17,0,0,0,0,100,0,68,2.11764705882353,7,6,1,3,6,4,5,6,8,8,5,8,13,7,18,39,27,32,85,9,7,1,33.3333333333333,21.875,1.17647058823529
151460003047.00000000,359,59,38,16.4345403899721,21,35.5932203389831,5,28,2,24,0,8.47457627118644,47.4576271186441,3.38983050847458,40.6779661016949,0,170,2.11176470588235,12,11,14,17,15,15,13,22,27,19,20,15,17,39,54,49,84,101,174,27,25,7,32.1428571428571,24.7524752475248,4.02298850574713
151460003048.00000000,314,47,24,14.968152866242,23,48.936170212766,5,17,11,14,0,10.6382978723404,36.1702127659574,23.4042553191489,29.7872340425532,0,156,2.01282051282051,3,4,10,8,16,11,12,13,17,25,19,19,18,36,45,58,52,86,176,21,21,5,40.3846153846154,24.4186046511628,2.84090909090909
151460003049.00000000,324,38,17,11.7283950617284,21,55.2631578947368,3,9,5,21,0,7.89473684210526,23.6842105263158,13.1578947368421,55.2631578947368,0,154,2.1038961038961,11,16,16,6,12,8,8,17,30,19,19,7,21,32,45,57,69,93,162,20,17,1,28.9855072463768,18.2795698924731,0.617283950617284
151460003050.00000000,382,77,36,20.1570680628272,41,53.2467532467532,20,8,15,33,0,25.974025974026,10.3896103896104,19.4805194805195,42.8571428571429,0,182,2.0989010989011,21,19,15,11,21,13,34,43,46,28,20,20,16,15,20,40,100,171,111,35,40,2,35,23.3918128654971,1.8018018018018
151460003051.00000000,294,21,8,7.14285714285714,13,61.9047619047619,0,18,3,0,0,0,85.7142857142857,14.2857142857143,0,0,133,2.21052631578947,10,8,11,13,14,11,7,16,20,18,20,17,22,13,31,63,67,81,146,7,12,2,10.4477611940299,14.8148148148148,1.36986301369863
151460003052.00000000,177,24,10,13.5593220338983,14,58.3333333333333,4,7,4,9,0,16.6666666666667,29.1666666666667,16.6666666666667,37.5,0,85,2.08235294117647,3,7,7,7,8,5,8,7,10,8,12,7,2,10,25,51,37,45,95,11,10,3,29.7297297297297,22.2222222222222,3.15789473684211
151460003053.00000000,293,30,13,10.2389078498294,17,56.6666666666667,3,7,3,17,0,10,23.3333333333333,10,56.6666666666667,0,145,2.02068965517241,3,8,9,12,16,7,10,8,13,22,19,17,12,14,36,87,55,72,166,11,16,3,20,22.2222222222222,1.80722891566265
151460003054.00000000,226,52,25,23.0088495575221,27,51.9230769230769,0,37,7,8,0,0,71.1538461538462,13.4615384615385,15.3846153846154,0,110,2.05454545454545,8,11,13,11,8,7,7,9,11,15,21,22,7,12,20,44,58,63,105,28,20,4,48.2758620689655,31.7460317460317,3.80952380952381
151460003055.00000000,348,55,22,15.8045977011494,33,60,4,19,8,24,0,7.27272727272727,34.5454545454545,14.5454545454545,43.6363636363636,0,156,2.23076923076923,12,10,24,19,15,14,5,20,21,27,22,16,11,26,32,74,94,95,159,24,23,8,25.531914893617,24.2105263157895,5.0314465408805
151460003056.00000000,250,48,18,19.2,30,62.5,3,18,9,18,0,6.25,37.5,18.75,37.5,0,109,2.29357798165138,9,8,9,7,11,8,4,13,17,15,14,8,13,21,32,61,52,63,135,25,21,2,48.0769230769231,33.3333333333333,1.48148148148148
151460003057.00000000,246,12,4,4.87804878048781,8,66.6666666666667,2,5,1,4,0,16.6666666666667,41.6666666666667,8.33333333333333,33.3333333333333,0,117,2.1025641025641,4,1,8,10,9,3,2,6,15,17,11,13,11,24,44,68,35,51,160,4,7,1,11.4285714285714,13.7254901960784,0.625
151460003058.00000000,191,25,10,13.0890052356021,15,60,1,10,4,10,0,4,40,16,40,0,89,2.14606741573034,6,7,6,7,4,9,7,8,11,11,14,12,8,11,19,51,39,51,101,10,9,6,25.6410256410256,17.6470588235294,5.94059405940594
151460003059.00000000,230,33,16,14.3478260869565,17,51.5151515151515,0,21,7,5,0,0,63.6363636363636,21.2121212121212,15.1515151515152,0,110,2.09090909090909,8,6,8,11,11,7,5,14,15,13,10,10,8,24,33,47,51,57,122,19,13,1,37.2549019607843,22.8070175438596,0.819672131147541
151460003060.00000000,366,44,18,12.0218579234973,26,59.0909090909091,4,14,9,17,0,9.09090909090909,31.8181818181818,20.4545454545455,38.6363636363636,0,166,2.20481927710843,11,11,15,16,18,14,13,18,22,27,26,21,18,29,27,80,85,106,175,21,20,3,24.7058823529412,18.8679245283019,1.71428571428571
151460003061.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460003062.00000000,289,40,18,13.840830449827,22,55,1,9,5,25,0,2.5,22.5,12.5,62.5,0,148,1.9527027027027,11,3,9,4,13,12,11,11,8,16,14,16,19,27,35,80,52,60,177,22,15,3,42.3076923076923,25,1.69491525423729
151460003063.00000000,208,29,13,13.9423076923077,16,55.1724137931034,0,18,6,5,0,0,62.0689655172414,20.6896551724138,17.2413793103448,0,95,2.18947368421053,6,4,14,7,5,6,9,8,9,18,15,11,8,8,29,51,42,59,107,13,11,5,30.952380952381,18.6440677966102,4.67289719626168
151460003064.00000000,249,38,20,15.2610441767068,18,47.3684210526316,9,9,1,19,0,23.6842105263158,23.6842105263158,2.63157894736842,50,0,111,2.24324324324324,5,7,11,13,17,9,4,7,16,17,15,15,11,13,33,56,62,59,128,22,11,5,35.4838709677419,18.6440677966102,3.90625
151460003065.00000000,331,69,32,20.8459214501511,37,53.6231884057971,16,19,23,11,0,23.1884057971014,27.536231884058,33.3333333333333,15.9420289855072,0,162,2.04320987654321,15,11,15,15,14,16,31,29,26,23,19,16,15,18,24,44,86,128,117,27,39,3,31.3953488372093,30.46875,2.56410256410256
151460003066.00000000,360,80,34,22.2222222222222,46,57.5,12,20,21,27,0,15,25,26.25,33.75,0,154,2.33766233766234,8,15,23,32,14,6,10,13,29,26,23,16,17,22,33,73,98,101,161,35,36,9,35.7142857142857,35.6435643564356,5.59006211180124
151460003067.00000000,197,33,16,16.751269035533,17,51.5151515151515,4,20,5,4,0,12.1212121212121,60.6060606060606,15.1515151515152,12.1212121212121,0,98,2.01020408163265,8,5,10,7,12,6,7,4,8,14,10,9,11,6,28,52,48,43,106,18,10,5,37.5,23.2558139534884,4.71698113207547
151460003068.00000000,241,35,15,14.5228215767635,20,57.1428571428571,1,15,12,7,0,2.85714285714286,42.8571428571429,34.2857142857143,20,0,114,2.1140350877193,7,7,9,15,8,8,2,14,22,15,9,4,11,11,35,64,54,62,125,19,15,1,35.1851851851852,24.1935483870968,0.8
151460003069.00000000,303,54,30,17.8217821782178,24,44.4444444444444,8,12,17,17,0,14.8148148148148,22.2222222222222,31.4814814814815,31.4814814814815,0,153,1.98039215686275,5,11,10,12,7,15,5,14,16,24,14,12,17,21,40,80,60,73,170,28,22,4,46.6666666666667,30.1369863013699,2.35294117647059
151460003070.00000000,177,25,13,14.1242937853107,12,48,8,12,2,3,0,32,48,8,12,0,78,2.26923076923077,6,11,15,7,7,2,2,9,10,21,15,2,1,7,13,49,48,57,72,8,14,3,16.6666666666667,24.5614035087719,4.16666666666667
151460003071.00000000,228,27,12,11.8421052631579,15,55.5555555555556,1,17,2,7,0,3.7037037037037,62.962962962963,7.40740740740741,25.9259259259259,0,113,2.01769911504425,5,11,13,9,14,3,1,16,14,15,12,9,8,13,21,64,55,58,115,13,11,3,23.6363636363636,18.9655172413793,2.60869565217391
151460003072.00000000,339,57,18,16.8141592920354,39,68.421052631579,8,19,10,20,0,14.0350877192982,33.3333333333333,17.5438596491228,35.0877192982456,0,153,2.2156862745098,10,11,13,21,17,15,9,19,13,25,24,17,10,23,36,76,87,90,162,27,26,4,31.0344827586207,28.8888888888889,2.46913580246914
151460003073.00000000,235,35,16,14.8936170212766,19,54.2857142857143,3,24,0,8,0,8.57142857142857,68.5714285714286,0,22.8571428571429,0,114,2.06140350877193,2,8,17,12,10,5,2,6,13,16,20,10,8,12,24,70,54,57,124,16,13,6,29.6296296296296,22.8070175438596,4.83870967741936
151460003074.00000000,263,28,14,10.6463878326996,14,50,8,3,1,16,0,28.5714285714286,10.7142857142857,3.57142857142857,57.1428571428571,0,133,1.97744360902256,3,7,15,14,14,6,10,9,15,19,13,17,15,14,25,67,59,66,138,12,12,4,20.3389830508475,18.1818181818182,2.89855072463768
151460003075.00000000,276,42,17,15.2173913043478,25,59.5238095238095,4,19,8,11,0,9.52380952380952,45.2380952380952,19.047619047619,26.1904761904762,0,133,2.07518796992481,8,14,12,9,15,4,9,11,15,21,15,18,13,20,29,63,62,71,143,20,17,5,32.258064516129,23.943661971831,3.4965034965035
151460003076.00000000,314,60,28,19.1082802547771,32,53.3333333333333,9,25,8,18,0,15,41.6666666666667,13.3333333333333,30,0,153,2.05228758169935,14,13,17,10,11,8,5,22,16,17,21,12,19,10,36,83,73,81,160,32,24,4,43.8356164383562,29.6296296296296,2.5
151460003077.00000000,278,30,17,10.7913669064748,13,43.3333333333333,4,14,7,5,0,13.3333333333333,46.6666666666667,23.3333333333333,16.6666666666667,0,118,2.35593220338983,5,10,18,23,16,13,8,12,13,21,21,16,17,16,21,48,85,75,118,15,11,4,17.6470588235294,14.6666666666667,3.38983050847458
151460003078.00000000,203,30,10,14.7783251231527,20,66.6666666666667,4,14,8,4,0,13.3333333333333,46.6666666666667,26.6666666666667,13.3333333333333,0,104,1.95192307692308,6,10,5,5,7,2,4,7,15,17,8,8,13,15,25,56,35,51,117,10,17,3,28.5714285714286,33.3333333333333,2.56410256410256
151460003079.00000000,287,26,14,9.05923344947735,12,46.1538461538462,1,5,8,12,0,3.84615384615385,19.2307692307692,30.7692307692308,46.1538461538462,0,142,2.02112676056338,15,9,10,14,11,7,9,21,29,29,10,13,10,13,23,64,66,98,123,12,14,0,18.1818181818182,14.2857142857143,0
151460003080.00000000,277,20,12,7.22021660649819,8,40,3,12,5,0,0,15,60,25,0,0,129,2.14728682170543,11,14,9,17,11,14,14,18,23,31,30,19,11,14,11,30,76,116,85,10,10,0,13.1578947368421,8.62068965517241,0
151460003081.00000000,249,15,8,6.02409638554217,7,46.6666666666667,7,5,2,1,0,46.6666666666667,33.3333333333333,13.3333333333333,6.66666666666667,0,109,2.28440366972477,15,9,10,16,9,18,17,15,15,26,28,22,10,12,11,16,77,101,71,6,7,2,7.79220779220779,6.93069306930693,2.8169014084507
151460003082.00000000,270,18,8,6.66666666666667,10,55.5555555555556,3,8,0,7,0,16.6666666666667,44.4444444444444,0,38.8888888888889,0,121,2.23140495867769,12,12,14,14,13,11,15,22,20,29,17,20,15,15,17,24,76,103,91,8,7,3,10.5263157894737,6.79611650485437,3.2967032967033
151460003083.00000000,156,10,5,6.41025641025641,5,50,1,8,1,0,0,10,80,10,0,0,73,2.13698630136986,3,5,6,9,9,6,8,12,12,20,13,14,16,9,7,7,38,65,53,4,5,1,10.5263157894737,7.69230769230769,1.88679245283019
151460003084.00000000,76,16,6,21.0526315789474,10,62.5,0,0,7,9,0,0,0,43.75,56.25,0,29,2.62068965517241,3,7,7,4,7,2,3,7,8,6,9,3,1,2,1,6,30,33,13,8,8,0,26.6666666666667,24.2424242424242,0
151460003086.00000000,125,9,6,7.2,3,33.3333333333333,3,0,1,5,0,33.3333333333333,0,11.1111111111111,55.5555555555556,0,55,2.27272727272727,8,6,5,3,4,7,15,15,15,6,6,8,12,6,4,5,33,57,35,4,5,0,12.1212121212121,8.7719298245614,0
151460003087.00000000,248,5,3,2.01612903225806,2,40,0,0,0,5,0,0,0,0,100,0,108,2.2962962962963,3,5,12,11,12,9,11,8,23,15,19,8,27,37,30,18,52,76,120,3,2,0,5.76923076923077,2.63157894736842,0
151460003088.00000000,242,7,3,2.89256198347107,4,57.1428571428571,2,0,5,0,0,28.5714285714286,0,71.4285714285714,0,0,108,2.24074074074074,16,8,5,6,5,1,9,18,23,15,12,3,21,32,29,39,41,77,124,3,4,0,7.31707317073171,5.1948051948052,0
151460003089.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460003090.00000000,261,8,5,3.06513409961686,3,37.5,1,0,0,7,0,12.5,0,0,87.5,0,123,2.1219512195122,7,5,6,13,12,7,9,13,11,18,16,11,37,40,30,26,50,67,144,6,2,0,12,2.98507462686567,0
151460003091.00000000,296,1,0,0.337837837837838,1,100,0,1,0,0,0,0,100,0,0,0,126,2.34920634920635,8,12,11,15,16,4,6,14,21,15,21,7,21,35,57,33,66,77,153,0,1,0,0,1.2987012987013,0
151460003092.00000000,202,5,3,2.47524752475248,2,40,0,0,1,4,0,0,0,20,80,0,90,2.24444444444444,4,9,10,7,8,4,7,11,14,13,8,9,14,24,30,30,42,53,107,2,3,0,4.76190476190476,5.66037735849057,0
151460003093.00000000,286,2,1,0.699300699300699,1,50,0,0,1,1,0,0,0,50,50,0,125,2.288,7,14,11,10,5,8,6,15,23,23,10,12,21,48,41,32,55,77,154,0,2,0,0,2.5974025974026,0
151460003094.00000000,362,23,10,6.35359116022099,13,56.5217391304348,3,0,10,10,0,13.0434782608696,0,43.4782608695652,43.4782608695652,0,161,2.24844720496894,9,15,18,13,11,15,10,20,26,25,18,17,36,38,43,48,81,99,182,11,11,1,13.5802469135802,11.1111111111111,0.549450549450549
151460003095.00000000,230,2,0,0.869565217391304,2,100,2,0,0,0,0,100,0,0,0,0,102,2.25490196078431,9,7,10,6,12,3,8,9,19,14,11,8,19,33,25,37,47,61,122,0,2,0,0,3.27868852459016,0
151460003096.00000000,328,21,12,6.40243902439024,9,42.8571428571429,5,0,4,12,0,23.8095238095238,0,19.047619047619,57.1428571428571,0,140,2.34285714285714,10,14,10,15,6,10,11,22,21,27,19,10,30,51,39,33,65,100,163,10,11,0,15.3846153846154,11,0
151460003097.00000000,207,4,0,1.93236714975845,4,100,3,0,1,0,0,75,0,25,0,0,88,2.35227272727273,4,7,6,13,8,6,6,11,19,13,10,10,13,33,26,22,44,59,104,0,3,1,0,5.08474576271186,0.961538461538462
151460003098.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460003099.00000000,1,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,#DIV/0!,#DIV/0!,0
151460003100.00000000,29,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,17,1.70588235294118,0,0,1,0,2,0,4,3,2,2,2,1,4,1,2,5,3,13,13,0,0,0,0,0,0
151460003102.00000000,267,20,9,7.49063670411985,11,55,2,2,5,11,0,10,10,25,55,0,136,1.96323529411765,6,6,10,10,3,7,5,19,21,23,14,12,15,18,21,77,42,82,143,6,12,2,14.2857142857143,14.6341463414634,1.3986013986014
151460003103.00000000,141,19,5,13.4751773049645,14,73.6842105263158,6,3,4,5,1,31.5789473684211,15.7894736842105,21.0526315789474,26.3157894736842,5.26315789473684,72,1.95833333333333,9,4,3,5,6,5,6,10,13,7,9,13,7,12,7,25,32,45,64,8,7,4,25,15.5555555555556,6.25
151460003104.00000000,204,33,12,16.1764705882353,21,63.6363636363636,9,5,11,8,0,27.2727272727273,15.1515151515152,33.3333333333333,24.2424242424242,0,102,2,9,8,11,5,6,10,14,14,15,18,17,7,6,9,18,37,49,78,77,12,21,0,24.4897959183673,26.9230769230769,0
151460003105.00000000,117,13,5,11.1111111111111,8,61.5384615384615,2,0,5,6,0,15.3846153846154,0,38.4615384615385,46.1538461538462,0,66,1.77272727272727,4,1,5,2,1,6,6,7,9,6,3,6,8,9,12,32,19,31,67,8,5,0,42.1052631578947,16.1290322580645,0
151460003106.00000000,190,18,7,9.47368421052632,11,61.1111111111111,10,0,3,5,0,55.5555555555556,0,16.6666666666667,27.7777777777778,0,106,1.79245283018868,7,6,6,4,7,5,9,14,16,17,9,8,8,8,20,46,35,65,90,7,10,1,20,15.3846153846154,1.11111111111111
151460003107.00000000,274,27,6,9.85401459854015,21,77.7777777777778,14,0,6,7,0,51.8518518518519,0,22.2222222222222,25.9259259259259,0,147,1.86394557823129,8,8,5,9,5,10,13,19,21,22,15,12,15,10,27,75,45,90,139,8,16,3,17.7777777777778,17.7777777777778,2.15827338129496
151460003108.00000000,287,33,17,11.4982578397213,16,48.4848484848485,3,9,11,10,0,9.09090909090909,27.2727272727273,33.3333333333333,30.3030303030303,0,148,1.93918918918919,10,10,12,8,8,13,13,20,14,24,23,10,11,15,29,67,61,94,132,16,16,1,26.2295081967213,17.0212765957447,0.757575757575758
151460003109.00000000,172,19,7,11.046511627907,12,63.1578947368421,2,6,5,6,0,10.5263157894737,31.5789473684211,26.3157894736842,31.5789473684211,0,91,1.89010989010989,6,4,6,8,6,4,7,11,16,10,10,9,7,14,12,42,34,54,84,8,11,0,23.5294117647059,20.3703703703704,0
151460003110.00000000,286,28,12,9.79020979020979,16,57.1428571428571,5,7,12,4,0,17.8571428571429,25,42.8571428571429,14.2857142857143,0,142,2.01408450704225,31,16,9,11,9,21,34,40,32,27,13,9,15,8,4,7,97,146,43,11,16,1,11.340206185567,10.958904109589,2.32558139534884
151460003111.00000000,31,4,4,12.9032258064516,0,0,0,0,0,4,0,0,0,0,100,0,17,1.82352941176471,2,1,0,3,1,2,2,6,3,4,1,0,3,0,1,2,9,16,6,1,3,0,11.1111111111111,18.75,0
151460003112.00000000,497,32,16,6.43863179074447,16,50,16,8,0,8,0,50,25,0,25,0,181,2.74585635359116,22,29,46,45,30,22,15,25,53,76,51,29,23,18,7,6,194,220,83,12,17,3,6.18556701030928,7.72727272727273,3.6144578313253
151460003113.00000000,155,11,6,7.09677419354839,5,45.4545454545455,0,3,1,7,0,0,27.2727272727273,9.09090909090909,63.6363636363636,0,66,2.34848484848485,4,9,12,10,9,7,8,7,14,17,18,15,7,9,5,4,51,64,40,5,5,1,9.80392156862745,7.8125,2.5
151460003114.00000000,369,8,2,2.1680216802168,6,75,4,0,4,0,0,50,0,50,0,0,135,2.73333333333333,9,22,30,35,14,10,11,15,39,52,33,26,26,16,15,16,120,150,99,3,4,1,2.5,2.66666666666667,1.01010101010101
151460003115.00000000,175,2,0,1.14285714285714,2,100,2,0,0,0,0,100,0,0,0,0,50,3.5,16,17,15,23,18,15,16,19,10,7,7,3,4,2,1,2,104,59,12,0,1,1,0,1.69491525423729,8.33333333333333
151460003116.00000000,1,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,#DIV/0!,#DIV/0!,0
151460003117.00000000,35,23,14,65.7142857142857,9,39.1304347826087,5,5,13,0,0,21.7391304347826,21.7391304347826,56.5217391304348,0,0,14,2.5,3,3,4,1,0,4,7,7,2,1,0,1,1,1,0,0,15,17,3,12,10,1,80,58.8235294117647,33.3333333333333
151460003118.00000000,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
151460003119.00000000,17,1,0,5.88235294117647,1,100,0,0,1,0,0,0,0,100,0,0,7,2.42857142857143,2,0,1,3,1,2,1,1,1,2,2,0,0,0,1,0,9,7,1,0,1,0,0,14.2857142857143,0
151460003120.00000000,304,23,10,7.56578947368421,13,56.5217391304348,6,10,3,4,0,26.0869565217391,43.4782608695652,13.0434782608696,17.3913043478261,0,131,2.3206106870229,17,9,10,12,23,13,20,20,17,25,23,19,32,31,18,15,84,105,115,6,13,4,7.14285714285714,12.3809523809524,3.47826086956522
151460003121.00000000,50,19,10,38,9,47.3684210526316,2,1,2,14,0,10.5263157894737,5.26315789473684,10.5263157894737,73.6842105263158,0,24,2.08333333333333,4,4,2,0,2,1,5,7,10,1,2,3,2,3,2,2,13,25,12,8,10,1,61.5384615384615,40,8.33333333333333
151460003122.00000000,23,4,3,17.3913043478261,1,25,0,3,1,0,0,0,75,25,0,0,16,1.4375,0,0,0,0,0,1,3,6,6,2,2,1,1,0,0,1,1,19,3,0,4,0,0,21.0526315789474,0
151460003124.00000000,160,12,3,7.5,9,75,5,3,1,3,0,41.6666666666667,25,8.33333333333333,25,0,101,1.58415841584158,2,3,1,2,3,7,4,10,9,17,6,14,8,8,16,50,18,46,96,3,7,2,16.6666666666667,15.2173913043478,2.08333333333333
151460003125.00000000,2,0,0,0,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,#DIV/0!,0,0
151460003126.00000000,359,39,19,10.8635097493036,20,51.2820512820513,16,4,11,8,0,41.025641025641,10.2564102564103,28.2051282051282,20.5128205128205,0,169,2.12426035502959,14,15,15,9,14,15,29,24,32,16,17,25,27,27,34,46,82,118,159,16,19,4,19.5121951219512,16.1016949152542,2.51572327044025
151460003127.00000000,332,69,38,20.7831325301205,31,44.9275362318841,15,4,11,39,0,21.7391304347826,5.79710144927536,15.9420289855072,56.5217391304348,0,177,1.87570621468927,17,12,8,13,9,19,25,24,27,22,21,14,14,22,21,64,78,119,135,26,37,6,33.3333333333333,31.0924369747899,4.44444444444444
151460003128.00000000,261,19,7,7.27969348659004,12,63.1578947368421,3,3,0,13,0,15.7894736842105,15.7894736842105,0,68.421052631579,0,131,1.99236641221374,10,8,11,13,6,9,27,16,21,26,18,13,17,16,12,38,57,108,96,2,15,2,3.50877192982456,13.8888888888889,2.08333333333333
151460003129.00000000,151,41,18,27.1523178807947,23,56.0975609756098,6,9,5,21,0,14.6341463414634,21.9512195121951,12.1951219512195,51.219512195122,0,80,1.8875,6,8,9,4,11,7,8,18,13,14,14,3,8,5,7,16,45,67,39,22,18,1,48.8888888888889,26.865671641791,2.56410256410256
151460003130.00000000,216,26,14,12.037037037037,12,46.1538461538462,7,1,4,13,1,26.9230769230769,3.84615384615385,15.3846153846154,50,3.84615384615385,116,1.86206896551724,9,13,9,8,5,12,23,26,17,14,16,7,5,13,14,25,56,96,64,9,17,0,16.0714285714286,17.7083333333333,0
151460003131.00000000,376,59,34,15.6914893617021,25,42.3728813559322,11,4,17,27,0,18.6440677966102,6.77966101694915,28.8135593220339,45.7627118644068,0,200,1.88,13,12,14,21,11,18,29,27,27,24,31,19,18,20,24,68,89,138,149,25,31,3,28.0898876404494,22.463768115942,2.01342281879195
151460003132.00000000,364,35,19,9.61538461538462,16,45.7142857142857,4,8,7,16,0,11.4285714285714,22.8571428571429,20,45.7142857142857,0,188,1.93617021276596,15,15,10,7,14,18,32,32,31,30,16,19,27,30,34,34,79,141,144,15,18,2,18.9873417721519,12.7659574468085,1.38888888888889
